"";"X.plot_ID.CCS_no.t_ID.SP_code.H_cm.D_class_cm.inv_year.inv.stand.area_m2"
"6773";"4287;50113;1;4;hbu;30;0;2012;HBI;NA;NA"
"6774";"4288;50113;1;5;hbu;20;0;2012;HBI;NA;NA"
"6775";"4289;50113;1;6;hbu;20;0;2012;HBI;NA;NA"
"6776";"4290;50113;1;7;hbu;20;0;2012;HBI;NA;NA"
"6777";"4291;50113;4;5;hbu;80;0;2012;HBI;NA;NA"
"6778";"4292;50113;4;4;hbu;70;0;2012;HBI;NA;NA"
"6779";"4293;50113;4;3;hbu;90;0;2012;HBI;NA;NA"
"6780";"4294;50113;4;2;hbu;100;0;2012;HBI;NA;NA"
"6781";"4295;50113;4;1;hbu;90;0;2012;HBI;NA;NA"
"6782";"4296;50113;3;10;ges;30;0;2012;HBI;NA;NA"
"6783";"4297;50113;3;9;hbu;20;0;2012;HBI;NA;NA"
"6784";"4298;50113;3;8;hbu;20;0;2012;HBI;NA;NA"
"6785";"4299;50113;3;7;hbu;30;0;2012;HBI;NA;NA"
"6786";"4300;50113;3;6;hbu;20;0;2012;HBI;NA;NA"
"6787";"4301;50113;3;5;hbu;30;0;2012;HBI;NA;NA"
"6788";"4302;50113;3;4;hbu;20;0;2012;HBI;NA;NA"
"6789";"4303;50113;3;3;hbu;20;0;2012;HBI;NA;NA"
"6790";"4304;50113;3;2;hbu;20;0;2012;HBI;NA;NA"
"6791";"4305;50113;3;1;fah;30;0;2012;HBI;NA;NA"
"6792";"4306;50113;2;10;hbu;50;0;2012;HBI;NA;NA"
"6793";"4307;50113;2;9;hbu;20;0;2012;HBI;NA;NA"
"6794";"4308;50113;2;8;hbu;30;0;2012;HBI;NA;NA"
"6795";"4309;50113;2;7;hbu;20;0;2012;HBI;NA;NA"
"6796";"4310;50113;2;6;hbu;30;0;2012;HBI;NA;NA"
"6797";"4311;50113;2;5;hbu;30;0;2012;HBI;NA;NA"
"6798";"4312;50113;2;4;hbu;20;0;2012;HBI;NA;NA"
"6799";"4313;50113;2;3;hbu;30;0;2012;HBI;NA;NA"
"6800";"4314;50113;2;2;hbu;30;0;2012;HBI;NA;NA"
"6801";"4315;50113;2;1;hbu;30;0;2012;HBI;NA;NA"
"6802";"4316;50113;1;10;hbu;30;0;2012;HBI;NA;NA"
"6803";"4317;50113;1;9;hbu;20;0;2012;HBI;NA;NA"
"6804";"4318;50113;1;8;hbu;30;0;2012;HBI;NA;NA"
"6805";"4319;50113;4;10;hbu;80;0;2012;HBI;NA;NA"
"6806";"4320;50113;4;9;hbu;80;0;2012;HBI;NA;NA"
"6807";"4321;50113;4;8;hbu;90;0;2012;HBI;NA;NA"
"6808";"4322;50113;4;7;hbu;90;0;2012;HBI;NA;NA"
"6809";"4323;50113;4;6;hbu;70;0;2012;HBI;NA;NA"
"6810";"4324;50113;1;2;hbu;30;0;2012;HBI;NA;NA"
"6811";"4325;50114;1;3;vbe;70;0;2012;HBI;A;70"
"6812";"2544269256655"
"6813";"4326;50114;1;3;vbe;70;0;2012;HBI;A;70"
"6814";"2544269256655"
"6815";"4327;50114;2;1;rbu;540;3;2012;HBI;A;9"
"6816";"61673195964095"
"6817";"4328;50114;2;1;rbu;540;3;2012;HBI;A;9"
"6818";"61673195964095"
"6819";"4329;50114;1;2;vbe;50;0;2012;HBI;A;70"
"6820";"2544269256655"
"6821";"4330;50114;1;2;vbe;50;0;2012;HBI;A;70"
"6822";"2544269256655"
"6823";"4331;50114;1;1;vbe;70;0;2012;HBI;A;70"
"6824";"2544269256655"
"6825";"4332;50114;1;1;vbe;70;0;2012;HBI;A;70"
"6826";"2544269256655"
"6827";"4333;50114;4;1;gfi;200;1;2012;HBI;A;28"
"6828";"4501398294017"
"6829";"4334;50114;4;1;gfi;200;1;2012;HBI;A;28"
"6830";"4501398294017"
"6831";"4335;50114;3;2;rbu;430;2;2012;HBI;A;52"
"6832";"5288665776554"
"6833";"4336;50114;3;2;rbu;430;2;2012;HBI;A;52"
"6834";"5288665776554"
"6835";"4337;50114;3;1;rbu;50;0;2012;HBI;A;52"
"6836";"5288665776554"
"6837";"4338;50114;3;1;rbu;50;0;2012;HBI;A;52"
"6838";"5288665776554"
"6839";"4339;50114;1;4;vbe;30;0;2012;HBI;A;70"
"6840";"2544269256655"
"6841";"4340;50114;1;4;vbe;30;0;2012;HBI;A;70"
"6842";"2544269256655"
"6843";"4341;50115;4;5;rbu;150;1;2012;HBI;NA;NA"
"6844";"4342;50115;4;11;rbu;100;0;2012;HBI;NA;NA"
"6845";"4343;50115;4;10;rbu;120;0;2012;HBI;NA;NA"
"6846";"4344;50115;4;9;rbu;230;1;2012;HBI;NA;NA"
"6847";"4345;50115;4;8;rbu;50;0;2012;HBI;NA;NA"
"6848";"4346;50115;4;7;rbu;130;1;2012;HBI;NA;NA"
"6849";"4347;50115;4;6;rbu;70;0;2012;HBI;NA;NA"
"6850";"4348;50115;4;4;rbu;30;0;2012;HBI;NA;NA"
"6851";"4349;50115;4;3;rbu;80;0;2012;HBI;NA;NA"
"6852";"4350;50115;4;2;rbu;100;0;2012;HBI;NA;NA"
"6853";"4351;50115;4;1;rbu;90;0;2012;HBI;NA;NA"
"6854";"4352;50115;3;10;rbu;100;0;2012;HBI;NA;NA"
"6855";"4353;50115;3;9;rbu;70;0;2012;HBI;NA;NA"
"6856";"4354;50115;3;8;rbu;20;0;2012;HBI;NA;NA"
"6857";"4355;50115;3;7;rbu;70;0;2012;HBI;NA;NA"
"6858";"4356;50115;3;6;rbu;120;0;2012;HBI;NA;NA"
"6859";"4357;50115;3;5;rbu;200;1;2012;HBI;NA;NA"
"6860";"4358;50115;3;4;rbu;130;1;2012;HBI;NA;NA"
"6861";"4359;50115;3;3;rbu;60;0;2012;HBI;NA;NA"
"6862";"4360;50115;3;2;rbu;80;0;2012;HBI;NA;NA"
"6863";"4361;50115;3;1;rbu;20;0;2012;HBI;NA;NA"
"6864";"4362;50115;2;11;rbu;60;0;2012;HBI;NA;NA"
"6865";"4363;50115;2;10;rbu;70;0;2012;HBI;NA;NA"
"6866";"4364;50115;2;9;rbu;90;0;2012;HBI;NA;NA"
"6867";"4365;50115;2;8;rbu;80;0;2012;HBI;NA;NA"
"6868";"4366;50115;2;7;rbu;60;0;2012;HBI;NA;NA"
"6869";"4367;50115;2;6;rbu;150;1;2012;HBI;NA;NA"
"6870";"4368;50115;2;5;rbu;60;0;2012;HBI;NA;NA"
"6871";"4369;50115;2;4;rbu;20;0;2012;HBI;NA;NA"
"6872";"4370;50115;2;3;rbu;110;0;2012;HBI;NA;NA"
"6873";"4371;50115;2;2;rbu;20;0;2012;HBI;NA;NA"
"6874";"4372;50115;2;1;rbu;70;0;2012;HBI;NA;NA"
"6875";"4373;50115;1;10;rbu;430;1;2012;HBI;NA;NA"
"6876";"4374;50115;1;9;rbu;180;1;2012;HBI;NA;NA"
"6877";"4375;50115;1;8;rbu;80;0;2012;HBI;NA;NA"
"6878";"4376;50115;1;7;rbu;70;0;2012;HBI;NA;NA"
"6879";"4377;50115;1;6;rbu;60;0;2012;HBI;NA;NA"
"6880";"4378;50115;1;5;rbu;170;1;2012;HBI;NA;NA"
"6881";"4379;50115;1;4;rbu;370;1;2012;HBI;NA;NA"
"6882";"4380;50115;1;3;rbu;250;1;2012;HBI;NA;NA"
"6883";"4381;50115;1;2;rbu;120;0;2012;HBI;NA;NA"
"6884";"4382;50115;1;1;rbu;180;1;2012;HBI;NA;NA"
"6885";"4383;50116;2;3;ges;160;1;2012;HBI;NA;NA"
"6886";"4384;50116;2;1;ges;40;0;2012;HBI;NA;NA"
"6887";"4385;50116;1;1;rbu;50;0;2012;HBI;NA;NA"
"6888";"4386;50116;1;2;ges;20;0;2012;HBI;NA;NA"
"6889";"4387;50116;1;3;rbu;40;0;2012;HBI;NA;NA"
"6890";"4388;50116;1;4;rbu;90;0;2012;HBI;NA;NA"
"6891";"4389;50116;1;5;ges;20;0;2012;HBI;NA;NA"
"6892";"4390;50116;1;6;rbu;120;0;2012;HBI;NA;NA"
"6893";"4391;50116;1;7;rbu;80;0;2012;HBI;NA;NA"
"6894";"4392;50116;1;8;rbu;120;0;2012;HBI;NA;NA"
"6895";"4393;50116;1;9;ges;30;0;2012;HBI;NA;NA"
"6896";"4394;50116;1;10;ges;20;0;2012;HBI;NA;NA"
"6897";"4395;50116;3;3;ges;30;0;2012;HBI;NA;NA"
"6898";"4396;50116;3;2;ges;30;0;2012;HBI;NA;NA"
"6899";"4397;50116;3;1;ges;30;0;2012;HBI;NA;NA"
"6900";"4398;50116;2;10;ges;20;0;2012;HBI;NA;NA"
"6901";"4399;50116;2;9;rbu;100;0;2012;HBI;NA;NA"
"6902";"4400;50116;2;8;ges;30;0;2012;HBI;NA;NA"
"6903";"4401;50116;2;7;ges;30;0;2012;HBI;NA;NA"
"6904";"4402;50116;2;6;ges;20;0;2012;HBI;NA;NA"
"6905";"4403;50116;2;5;ges;30;0;2012;HBI;NA;NA"
"6906";"4404;50116;2;4;rbu;30;0;2012;HBI;NA;NA"
"6907";"4405;50116;2;2;ges;40;0;2012;HBI;NA;NA"
"6908";"4406;50116;3;7;ges;50;0;2012;HBI;NA;NA"
"6909";"4407;50116;3;8;ges;60;0;2012;HBI;NA;NA"
"6910";"4408;50116;3;9;rbu;50;0;2012;HBI;NA;NA"
"6911";"4409;50116;3;10;rbu;100;0;2012;HBI;NA;NA"
"6912";"4410;50116;4;1;ges;30;0;2012;HBI;NA;NA"
"6913";"4411;50116;4;2;ges;20;0;2012;HBI;NA;NA"
"6914";"4412;50116;4;3;ges;30;0;2012;HBI;NA;NA"
"6915";"4413;50116;4;4;ges;40;0;2012;HBI;NA;NA"
"6916";"4414;50116;4;5;bah;90;0;2012;HBI;NA;NA"
"6917";"4415;50116;4;6;ges;20;0;2012;HBI;NA;NA"
"6918";"4416;50116;3;4;ges;20;0;2012;HBI;NA;NA"
"6919";"4417;50116;4;7;ges;20;0;2012;HBI;NA;NA"
"6920";"4418;50116;4;10;hbu;520;1;2012;HBI;NA;NA"
"6921";"4419;50116;4;9;ges;30;0;2012;HBI;NA;NA"
"6922";"4420;50116;4;8;ges;20;0;2012;HBI;NA;NA"
"6923";"4421;50116;3;5;ges;20;0;2012;HBI;NA;NA"
"6924";"4422;50116;3;6;ges;30;0;2012;HBI;NA;NA"
"6925";"4423;50117;1;9;rbu;20;0;2012;HBI;NA;NA"
"6926";"4424;50117;1;8;rbu;20;0;2012;HBI;NA;NA"
"6927";"4425;50117;1;7;rbu;20;0;2012;HBI;NA;NA"
"6928";"4426;50117;1;6;rbu;30;0;2012;HBI;NA;NA"
"6929";"4427;50117;1;5;sei;20;0;2012;HBI;NA;NA"
"6930";"4428;50117;1;4;rbu;50;0;2012;HBI;NA;NA"
"6931";"4429;50117;1;3;rbu;20;0;2012;HBI;NA;NA"
"6932";"4430;50117;1;2;rbu;20;0;2012;HBI;NA;NA"
"6933";"4431;50117;1;1;rbu;70;0;2012;HBI;NA;NA"
"6934";"4432;50117;1;10;hbu;30;0;2012;HBI;NA;NA"
"6935";"4433;50117;2;1;rbu;50;0;2012;HBI;NA;NA"
"6936";"4434;50118;2;9;bah;180;1;2012;HBI;NA;NA"
"6937";"4435;50118;1;7;ges;30;0;2012;HBI;NA;NA"
"6938";"4436;50118;1;6;ges;60;0;2012;HBI;NA;NA"
"6939";"4437;50118;1;5;ges;60;0;2012;HBI;NA;NA"
"6940";"4438;50118;1;4;ges;90;0;2012;HBI;NA;NA"
"6941";"4439;50118;1;3;ges;70;0;2012;HBI;NA;NA"
"6942";"4440;50118;1;2;rbu;100;0;2012;HBI;NA;NA"
"6943";"4441;50118;3;7;rbu;140;1;2012;HBI;NA;NA"
"6944";"4442;50118;1;1;rbu;60;0;2012;HBI;NA;NA"
"6945";"4443;50118;4;5;rbu;50;0;2012;HBI;NA;NA"
"6946";"4444;50118;3;5;rbu;50;0;2012;HBI;NA;NA"
"6947";"4445;50118;3;8;rbu;200;1;2012;HBI;NA;NA"
"6948";"4446;50118;3;9;rbu;170;1;2012;HBI;NA;NA"
"6949";"4447;50118;3;10;bah;470;1;2012;HBI;NA;NA"
"6950";"4448;50118;4;1;rbu;90;0;2012;HBI;NA;NA"
"6951";"4449;50118;4;2;rbu;70;0;2012;HBI;NA;NA"
"6952";"4450;50118;3;4;rbu;30;0;2012;HBI;NA;NA"
"6953";"4451;50118;4;4;bah;80;0;2012;HBI;NA;NA"
"6954";"4452;50118;3;3;rbu;60;0;2012;HBI;NA;NA"
"6955";"4453;50118;4;6;ges;50;0;2012;HBI;NA;NA"
"6956";"4454;50118;4;7;ges;70;0;2012;HBI;NA;NA"
"6957";"4455;50118;4;8;ges;50;0;2012;HBI;NA;NA"
"6958";"4456;50118;4;9;ges;30;0;2012;HBI;NA;NA"
"6959";"4457;50118;4;10;rbu;90;0;2012;HBI;NA;NA"
"6960";"4458;50118;4;3;rbu;20;0;2012;HBI;NA;NA"
"6961";"4459;50118;2;7;ges;40;0;2012;HBI;NA;NA"
"6962";"4460;50118;1;10;ges;50;0;2012;HBI;NA;NA"
"6963";"4461;50118;2;1;rbu;40;0;2012;HBI;NA;NA"
"6964";"4462;50118;2;2;rbu;30;0;2012;HBI;NA;NA"
"6965";"4463;50118;2;3;vbe;50;0;2012;HBI;NA;NA"
"6966";"4464;50118;2;4;ges;30;0;2012;HBI;NA;NA"
"6967";"4465;50118;2;5;rbu;80;0;2012;HBI;NA;NA"
"6968";"4466;50118;3;6;rbu;70;0;2012;HBI;NA;NA"
"6969";"4467;50118;2;6;bah;540;1;2012;HBI;NA;NA"
"6970";"4468;50118;1;9;bah;150;1;2012;HBI;NA;NA"
"6971";"4469;50118;2;8;rbu;40;0;2012;HBI;NA;NA"
"6972";"4470;50118;2;10;vbe;90;0;2012;HBI;NA;NA"
"6973";"4471;50118;3;1;bah;100;0;2012;HBI;NA;NA"
"6974";"4472;50118;3;2;rbu;100;0;2012;HBI;NA;NA"
"6975";"4473;50118;1;8;ges;20;0;2012;HBI;NA;NA"
"6976";"4474;50119;2;6;rbu;50;0;2012;HBI;NA;NA"
"6977";"4475;50119;2;5;rbu;150;1;2012;HBI;NA;NA"
"6978";"4476;50119;2;4;ges;60;0;2012;HBI;NA;NA"
"6979";"4477;50119;2;3;rbu;80;0;2012;HBI;NA;NA"
"6980";"4478;50119;2;2;rbu;40;0;2012;HBI;NA;NA"
"6981";"4479;50119;2;1;rbu;50;0;2012;HBI;NA;NA"
"6982";"4480;50119;1;10;ges;20;0;2012;HBI;NA;NA"
"6983";"4481;50119;1;9;rbu;30;0;2012;HBI;NA;NA"
"6984";"4482;50119;1;8;rbu;30;0;2012;HBI;NA;NA"
"6985";"4483;50119;1;7;ges;40;0;2012;HBI;NA;NA"
"6986";"4484;50119;1;6;ges;30;0;2012;HBI;NA;NA"
"6987";"4485;50119;1;5;ges;40;0;2012;HBI;NA;NA"
"6988";"4486;50119;1;4;ges;20;0;2012;HBI;NA;NA"
"6989";"4487;50119;1;3;ges;20;0;2012;HBI;NA;NA"
"6990";"4488;50119;1;2;ges;20;0;2012;HBI;NA;NA"
"6991";"4489;50119;1;1;ges;50;0;2012;HBI;NA;NA"
"6992";"4490;50119;3;8;rbu;20;0;2012;HBI;NA;NA"
"6993";"4491;50119;4;2;rbu;40;0;2012;HBI;NA;NA"
"6994";"4492;50119;4;3;rbu;30;0;2012;HBI;NA;NA"
"6995";"4493;50119;4;4;rbu;40;0;2012;HBI;NA;NA"
"6996";"4494;50119;4;5;rbu;40;0;2012;HBI;NA;NA"
"6997";"4495;50119;4;6;rbu;30;0;2012;HBI;NA;NA"
"6998";"4496;50119;4;7;ges;60;0;2012;HBI;NA;NA"
"6999";"4497;50119;4;11;rbu;60;0;2012;HBI;NA;NA"
"7000";"4498;50119;3;9;rbu;20;0;2012;HBI;NA;NA"
"7001";"4499;50119;4;8;ges;80;0;2012;HBI;NA;NA"
"7002";"4500;50119;4;9;ges;70;0;2012;HBI;NA;NA"
"7003";"4501;50119;4;10;rbu;60;0;2012;HBI;NA;NA"
"7004";"4502;50119;3;10;rbu;20;0;2012;HBI;NA;NA"
"7005";"4503;50119;4;1;rbu;50;0;2012;HBI;NA;NA"
"7006";"4504;50119;3;7;ges;30;0;2012;HBI;NA;NA"
"7007";"4505;50119;3;6;rbu;60;0;2012;HBI;NA;NA"
"7008";"4506;50119;3;5;rbu;30;0;2012;HBI;NA;NA"
"7009";"4507;50119;3;4;rbu;50;0;2012;HBI;NA;NA"
"7010";"4508;50119;3;3;rbu;20;0;2012;HBI;NA;NA"
"7011";"4509;50119;3;2;ges;60;0;2012;HBI;NA;NA"
"7012";"4510;50119;3;1;ges;40;0;2012;HBI;NA;NA"
"7013";"4511;50119;2;10;ges;830;3;2012;HBI;NA;NA"
"7014";"4512;50119;2;9;rbu;30;0;2012;HBI;NA;NA"
"7015";"4513;50119;2;8;rbu;40;0;2012;HBI;NA;NA"
"7016";"4514;50119;2;7;rbu;70;0;2012;HBI;NA;NA"
"7017";"4515;50120;1;24;gfi;30;0;2012;HBI;NA;NA"
"7018";"4516;50120;1;23;gfi;30;0;2012;HBI;NA;NA"
"7019";"4517;50120;1;22;gfi;50;0;2012;HBI;NA;NA"
"7020";"4518;50120;1;21;gfi;40;0;2012;HBI;NA;NA"
"7021";"4519;50120;1;20;gfi;80;0;2012;HBI;NA;NA"
"7022";"4520;50120;1;19;gfi;110;0;2012;HBI;NA;NA"
"7023";"4521;50120;1;18;gfi;20;0;2012;HBI;NA;NA"
"7024";"4522;50120;1;17;gfi;40;0;2012;HBI;NA;NA"
"7025";"4523;50120;1;16;gfi;20;0;2012;HBI;NA;NA"
"7026";"4524;50120;1;15;gfi;60;0;2012;HBI;NA;NA"
"7027";"4525;50120;1;14;gfi;50;0;2012;HBI;NA;NA"
"7028";"4526;50120;1;13;gfi;20;0;2012;HBI;NA;NA"
"7029";"4527;50120;1;12;gfi;20;0;2012;HBI;NA;NA"
"7030";"4528;50120;1;11;gfi;40;0;2012;HBI;NA;NA"
"7031";"4529;50120;1;10;gfi;20;0;2012;HBI;NA;NA"
"7032";"4530;50120;1;9;gfi;30;0;2012;HBI;NA;NA"
"7033";"4531;50120;1;8;gfi;40;0;2012;HBI;NA;NA"
"7034";"4532;50120;1;7;gfi;20;0;2012;HBI;NA;NA"
"7035";"4533;50120;1;6;gfi;50;0;2012;HBI;NA;NA"
"7036";"4534;50120;1;5;gfi;20;0;2012;HBI;NA;NA"
"7037";"4535;50120;1;4;gfi;20;0;2012;HBI;NA;NA"
"7038";"4536;50120;1;3;gfi;20;0;2012;HBI;NA;NA"
"7039";"4537;50120;1;2;gfi;20;0;2012;HBI;NA;NA"
"7040";"4538;50120;1;1;gfi;90;0;2012;HBI;NA;NA"
"7041";"4539;50120;4;12;gfi;20;0;2012;HBI;NA;NA"
"7042";"4540;50120;4;11;gfi;20;0;2012;HBI;NA;NA"
"7043";"4541;50120;4;10;gfi;20;0;2012;HBI;NA;NA"
"7044";"4542;50120;4;9;gfi;20;0;2012;HBI;NA;NA"
"7045";"4543;50120;4;8;gfi;30;0;2012;HBI;NA;NA"
"7046";"4544;50120;4;7;gfi;20;0;2012;HBI;NA;NA"
"7047";"4545;50120;4;6;gfi;20;0;2012;HBI;NA;NA"
"7048";"4546;50120;4;5;gfi;20;0;2012;HBI;NA;NA"
"7049";"4547;50120;4;4;gfi;20;0;2012;HBI;NA;NA"
"7050";"4548;50120;4;3;gfi;20;0;2012;HBI;NA;NA"
"7051";"4549;50120;4;2;gfi;30;0;2012;HBI;NA;NA"
"7052";"4550;50120;4;1;gfi;40;0;2012;HBI;NA;NA"
"7053";"4551;50120;3;13;vbe;90;0;2012;HBI;NA;NA"
"7054";"4552;50120;3;12;gfi;20;0;2012;HBI;NA;NA"
"7055";"4553;50120;3;11;gfi;50;0;2012;HBI;NA;NA"
"7056";"4554;50120;3;10;gfi;190;1;2012;HBI;NA;NA"
"7057";"4555;50120;3;9;gfi;170;1;2012;HBI;NA;NA"
"7058";"4556;50120;3;8;gfi;30;0;2012;HBI;NA;NA"
"7059";"4557;50120;3;7;gfi;90;0;2012;HBI;NA;NA"
"7060";"4558;50120;3;6;gfi;100;0;2012;HBI;NA;NA"
"7061";"4559;50120;3;5;gfi;110;0;2012;HBI;NA;NA"
"7062";"4560;50120;3;4;gfi;110;0;2012;HBI;NA;NA"
"7063";"4561;50120;3;3;gfi;140;1;2012;HBI;NA;NA"
"7064";"4562;50120;3;2;gfi;120;0;2012;HBI;NA;NA"
"7065";"4563;50120;3;1;gfi;40;0;2012;HBI;NA;NA"
"7066";"4564;50120;2;12;gfi;20;0;2012;HBI;NA;NA"
"7067";"4565;50120;2;11;gfi;20;0;2012;HBI;NA;NA"
"7068";"4566;50120;2;10;gfi;40;0;2012;HBI;NA;NA"
"7069";"4567;50120;2;9;gfi;30;0;2012;HBI;NA;NA"
"7070";"4568;50120;2;8;gfi;40;0;2012;HBI;NA;NA"
"7071";"4569;50120;2;7;gfi;20;0;2012;HBI;NA;NA"
"7072";"4570;50120;2;6;gfi;20;0;2012;HBI;NA;NA"
"7073";"4571;50120;2;5;gfi;30;0;2012;HBI;NA;NA"
"7074";"4572;50120;2;4;gfi;20;0;2012;HBI;NA;NA"
"7075";"4573;50120;2;3;gfi;20;0;2012;HBI;NA;NA"
"7076";"4574;50120;2;2;gfi;20;0;2012;HBI;NA;NA"
"7077";"4575;50120;2;1;gfi;20;0;2012;HBI;NA;NA"
"7078";"4576;50120;1;26;sbi;40;0;2012;HBI;NA;NA"
"7079";"4577;50120;1;25;vbe;90;0;2012;HBI;NA;NA"
"7080";"4578;50121;1;9;gfi;20;0;2012;HBI;A;75"
"7081";"3951785635849"
"7082";"4579;50121;1;9;gfi;20;0;2012;HBI;A;75"
"7083";"3951785635849"
"7084";"4580;50121;1;11;rei;20;0;2012;HBI;A;75"
"7085";"3951785635849"
"7086";"4581;50121;1;11;rei;20;0;2012;HBI;A;75"
"7087";"3951785635849"
"7088";"4582;50121;2;1;rbu;160;1;2012;HBI;A;66"
"7089";"4457300460415"
"7090";"4583;50121;2;1;rbu;160;1;2012;HBI;A;66"
"7091";"4457300460415"
"7092";"4584;50121;2;2;rbu;480;1;2012;HBI;A;66"
"7093";"4457300460415"
"7094";"4585;50121;2;2;rbu;480;1;2012;HBI;A;66"
"7095";"4457300460415"
"7096";"4586;50121;2;3;rbu;720;2;2012;HBI;A;66"
"7097";"4457300460415"
"7098";"4587;50121;2;3;rbu;720;2;2012;HBI;A;66"
"7099";"4457300460415"
"7100";"4588;50121;2;4;rei;20;0;2012;HBI;A;66"
"7101";"4457300460415"
"7102";"4589;50121;2;4;rei;20;0;2012;HBI;A;66"
"7103";"4457300460415"
"7104";"4590;50121;3;1;vbe;60;0;2012;HBI;B;50"
"7105";"2425179932261"
"7106";"4591;50121;3;1;vbe;60;0;2012;HBI;B;50"
"7107";"2425179932261"
"7108";"4592;50121;3;2;bah;50;0;2012;HBI;B;50"
"7109";"2425179932261"
"7110";"4593;50121;3;2;bah;50;0;2012;HBI;B;50"
"7111";"2425179932261"
"7112";"4594;50121;3;3;rbu;160;1;2012;HBI;B;50"
"7113";"2425179932261"
"7114";"4595;50121;3;3;rbu;160;1;2012;HBI;B;50"
"7115";"2425179932261"
"7116";"4596;50121;1;10;vbe;40;0;2012;HBI;A;75"
"7117";"3951785635849"
"7118";"4597;50121;1;10;vbe;40;0;2012;HBI;A;75"
"7119";"3951785635849"
"7120";"4598;50121;3;4;rei;20;0;2012;HBI;B;50"
"7121";"2425179932261"
"7122";"4599;50121;3;4;rei;20;0;2012;HBI;B;50"
"7123";"2425179932261"
"7124";"4600;50121;4;1;rei;20;0;2012;HBI;B;52"
"7125";"7860454666332"
"7126";"4601;50121;4;1;rei;20;0;2012;HBI;B;52"
"7127";"7860454666332"
"7128";"4602;50121;4;2;rei;20;0;2012;HBI;B;52"
"7129";"7860454666332"
"7130";"4603;50121;4;2;rei;20;0;2012;HBI;B;52"
"7131";"7860454666332"
"7132";"4604;50121;4;3;rei;20;0;2012;HBI;B;52"
"7133";"7860454666332"
"7134";"4605;50121;4;3;rei;20;0;2012;HBI;B;52"
"7135";"7860454666332"
"7136";"4606;50121;4;4;rei;20;0;2012;HBI;B;52"
"7137";"7860454666332"
"7138";"4607;50121;4;4;rei;20;0;2012;HBI;B;52"
"7139";"7860454666332"
"7140";"4608;50121;4;5;rei;20;0;2012;HBI;B;52"
"7141";"7860454666332"
"7142";"4609;50121;4;5;rei;20;0;2012;HBI;B;52"
"7143";"7860454666332"
"7144";"4610;50121;4;6;rei;770;2;2012;HBI;B;52"
"7145";"7860454666332"
"7146";"4611;50121;4;6;rei;770;2;2012;HBI;B;52"
"7147";"7860454666332"
"7148";"4612;50121;4;7;rbu;600;1;2012;HBI;B;52"
"7149";"7860454666332"
"7150";"4613;50121;4;7;rbu;600;1;2012;HBI;B;52"
"7151";"7860454666332"
"7152";"4614;50121;4;8;rbu;1030;3;2012;HBI;B;52"
"7153";"7860454666332"
"7154";"4615;50121;4;8;rbu;1030;3;2012;HBI;B;52"
"7155";"7860454666332"
"7156";"4616;50121;1;1;rei;20;0;2012;HBI;A;75"
"7157";"3951785635849"
"7158";"4617;50121;1;1;rei;20;0;2012;HBI;A;75"
"7159";"3951785635849"
"7160";"4618;50121;1;2;rbu;590;1;2012;HBI;A;75"
"7161";"3951785635849"
"7162";"4619;50121;1;2;rbu;590;1;2012;HBI;A;75"
"7163";"3951785635849"
"7164";"4620;50121;1;3;rei;20;0;2012;HBI;A;75"
"7165";"3951785635849"
"7166";"4621;50121;1;3;rei;20;0;2012;HBI;A;75"
"7167";"3951785635849"
"7168";"4622;50121;1;4;bah;30;0;2012;HBI;A;75"
"7169";"3951785635849"
"7170";"4623;50121;1;4;bah;30;0;2012;HBI;A;75"
"7171";"3951785635849"
"7172";"4624;50121;1;5;vbe;60;0;2012;HBI;A;75"
"7173";"3951785635849"
"7174";"4625;50121;1;5;vbe;60;0;2012;HBI;A;75"
"7175";"3951785635849"
"7176";"4626;50121;1;6;bah;40;0;2012;HBI;A;75"
"7177";"3951785635849"
"7178";"4627;50121;1;6;bah;40;0;2012;HBI;A;75"
"7179";"3951785635849"
"7180";"4628;50121;1;7;bah;30;0;2012;HBI;A;75"
"7181";"3951785635849"
"7182";"4629;50121;1;7;bah;30;0;2012;HBI;A;75"
"7183";"3951785635849"
"7184";"4630;50121;1;8;gfi;30;0;2012;HBI;A;75"
"7185";"3951785635849"
"7186";"4631;50121;1;8;gfi;30;0;2012;HBI;A;75"
"7187";"3951785635849"
"7188";"4632;50122;4;1;kir;20;0;2012;HBI;NA;NA"
"7189";"4633;50122;4;2;kir;20;0;2012;HBI;NA;NA"
"7190";"4634;50122;4;3;kir;40;0;2012;HBI;NA;NA"
"7191";"4635;50122;4;4;kir;20;0;2012;HBI;NA;NA"
"7192";"4636;50122;4;5;kir;30;0;2012;HBI;NA;NA"
"7193";"4637;50124;1;2;gfi;60;0;2012;HBI;A;62"
"7194";"7431704856782"
"7195";"4638;50124;1;2;gfi;60;0;2012;HBI;A;62"
"7196";"7431704856782"
"7197";"4639;50124;1;1;rbu;60;0;2012;HBI;A;62"
"7198";"7431704856782"
"7199";"4640;50124;1;1;rbu;60;0;2012;HBI;A;62"
"7200";"7431704856782"
"7201";"4641;50124;1;3;rbu;60;0;2012;HBI;A;62"
"7202";"7431704856782"
"7203";"4642;50124;1;3;rbu;60;0;2012;HBI;A;62"
"7204";"7431704856782"
"7205";"4643;50124;1;4;vbe;50;0;2012;HBI;A;62"
"7206";"7431704856782"
"7207";"4644;50124;1;4;vbe;50;0;2012;HBI;A;62"
"7208";"7431704856782"
