"";"plot_ID";"CCS_nr";"CCS_position";"CCS_dist";"CCS_RG_inv_status";"CCS_max_dist_cm";"inv_year";"inv"
"509";50128;1;"n";1000;2;-9;2012;"HBI"
"510";50128;3;"s";1000;2;-9;2012;"HBI"
"511";50128;2;"o";1000;2;-9;2012;"HBI"
"512";50128;4;"w";1000;2;-9;2012;"HBI"
"513";50129;3;"s";1000;2;-9;2012;"HBI"
"514";50129;2;"o";1000;2;-9;2012;"HBI"
"515";50129;1;"n";1000;2;-9;2012;"HBI"
"516";50129;4;"w";1000;2;-9;2012;"HBI"
"517";50130;4;"w";1000;1;418;2012;"HBI"
"518";50130;3;"s";1000;1;400;2012;"HBI"
"519";50130;1;"n";1000;1;390;2012;"HBI"
"520";50130;2;"o";1000;1;425;2012;"HBI"
"521";50131;4;"w";1000;1;285;2012;"HBI"
"522";50131;2;"o";1000;1;210;2012;"HBI"
"523";50131;3;"s";1000;1;426;2012;"HBI"
"524";50131;1;"n";1000;1;500;2012;"HBI"
"525";50132;4;"w";1000;1;270;2012;"HBI"
"526";50132;2;"o";1000;1;255;2012;"HBI"
"527";50132;3;"s";1000;1;500;2012;"HBI"
"528";50132;1;"n";1000;1;195;2012;"HBI"
"529";50133;3;"s";1000;1;63;2012;"HBI"
"530";50133;4;"w";1000;1;110;2012;"HBI"
"531";50133;1;"n";1000;1;251;2012;"HBI"
"532";50133;2;"o";1000;1;220;2012;"HBI"
"533";50134;1;"n";1000;2;-9;2012;"HBI"
"534";50134;3;"s";1000;2;-9;2012;"HBI"
"535";50134;4;"w";1000;2;-9;2012;"HBI"
"536";50134;2;"o";1000;1;289;2012;"HBI"
"537";50135;4;"w";1000;1;295;2012;"HBI"
"538";50135;1;"n";1000;1;490;2012;"HBI"
"539";50135;3;"s";1000;1;480;2012;"HBI"
"540";50135;2;"o";1000;1;360;2012;"HBI"
"541";50136;2;"o";1000;1;220;2012;"HBI"
"542";50136;3;"s";1000;1;85;2012;"HBI"
"543";50136;1;"n";1000;1;50;2012;"HBI"
"544";50136;4;"w";1000;1;80;2012;"HBI"
"545";50137;1;"n";1000;2;-9;2012;"HBI"
"546";50137;3;"s";1000;2;-9;2012;"HBI"
"547";50137;2;"o";1000;1;495;2012;"HBI"
"548";50137;4;"w";1000;2;-9;2012;"HBI"
"549";50138;4;"w";1000;1;167;2012;"HBI"
"550";50138;2;"o";1000;1;350;2012;"HBI"
"551";50138;3;"s";1000;1;365;2012;"HBI"
"552";50138;1;"n";1000;1;122;2012;"HBI"
"553";50139;3;"s";1000;1;68;2012;"HBI"
"554";50139;1;"n";1000;1;130;2012;"HBI"
"555";50139;2;"o";1000;1;95;2012;"HBI"
"556";50139;4;"w";500;1;168;2012;"HBI"
"557";50140;2;"o";1000;2;-9;2012;"HBI"
"558";50140;4;"w";1000;1;425;2012;"HBI"
"559";50140;1;"n";1000;1;466;2012;"HBI"
"560";50140;3;"s";1000;1;422;2012;"HBI"
"561";50141;1;"n";1000;1;495;2012;"HBI"
"562";50141;2;"o";1000;1;477;2012;"HBI"
"563";50141;4;"w";1000;1;498;2012;"HBI"
"564";50141;3;"s";1000;1;495;2012;"HBI"
"565";50142;2;"o";500;1;300;2012;"HBI"
"566";50142;3;"s";1000;1;125;2012;"HBI"
"567";50142;1;"n";500;1;225;2012;"HBI"
"568";50142;4;"w";1000;1;80;2012;"HBI"
"569";50143;2;"o";1000;1;480;2012;"HBI"
"570";50143;1;"n";1000;1;490;2012;"HBI"
"571";50143;3;"s";1000;1;420;2012;"HBI"
"572";50143;4;"w";1000;1;450;2012;"HBI"
"573";50144;2;"o";1000;1;285;2012;"HBI"
"574";50144;1;"n";1000;2;-9;2012;"HBI"
"575";50144;3;"s";1000;2;-9;2012;"HBI"
"576";50144;4;"w";1000;2;-9;2012;"HBI"
"577";50145;2;"o";1000;2;-9;2012;"HBI"
"578";50145;4;"w";1000;2;-9;2012;"HBI"
"579";50145;1;"n";1000;2;-9;2012;"HBI"
"580";50145;3;"s";1000;2;-9;2012;"HBI"
"581";50146;1;"n";1000;1;307;2012;"HBI"
"582";50146;4;"w";1000;1;155;2012;"HBI"
"583";50146;3;"s";1000;1;195;2012;"HBI"
"584";50146;2;"o";1000;1;288;2012;"HBI"
