MoMoK_Nr;Name;Bundeland;Datum_Aufnahme;Nr_PK;BNr;ZW;St;Baumart (Code);Baumart;Schi;Kraft;Alt;Alt-Meth;BHD [mm];BHD Hoehe [cm];Permanent-Maßband;BHD Stufen;Hoehe [dm];Kronenansatz [dm];Azimut [Gon];Azimut [°];Distanz [cm];Bemerkung
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;8;;0;;RER;1;4;;;149,5;;1;2;250;114;326;293;633;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;9;;0;;RER;1;2;;;283;;0;5;;;302;272;837;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;10;;0;;RER;1;3;;;229;;0;4;;;331;298;882;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;11;;0;;RER;1;4;;;137;;0;2;;;344;310;874;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;12;;0;;RER;1;2;;;304;;0;6;;;314;283;1110;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;13;;0;;RER;1;4;;;135;;0;2;;;316;284;1181;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;14;;0;;RER;2;;;;86;;0;1;98;56;340;306;1144;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;15;;0;;RER;1;2;;;260,1;;1;5;230;150;359;323;552;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;16;;0;;RER;1;4;;;145;;0;2;;;0;0;663;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;17;;0;;RER;1;2;;;231;;0;4;182;109;379;341;778;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;18;;0;;RER;1;3;;;251;;0;5;;;358;322;937;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;19;;0;;RER;1;2;;;180;;0;3;185;135;377;339;1007;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;20;;0;;RER;1;2;;;230;;0;4;;;364;328;1144;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;21;;0;;RER;1;2;;;288;;0;5;;;61;55;327;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;22;;0;;RER;1;4;;;241;;0;4;;;53;48;355;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;23;;0;;RER;1;4;;;218;;0;4;;;47;42;688;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;24;;0;;RER;1;3;;;245;;0;4;;;41;37;861;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;25;;0;;RER;1;3;;;275;;0;5;;;21;19;736;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;26;;0;;RER;1;2;;;312;;0;6;;;23;21;1100;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;27;;0;;RER;2;;;;132;;0;2;;;10;9;1087;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;28;;0;;RER;1;4;;;228;;0;4;;;3;3;1096;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;29;;0;;RER;1;3;;;246;;0;4;;;6;5;1222;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;30;;0;;RER;1;3;;;214;;0;4;;;61;55;1012;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;31;;0;;RER;1;3;;;220;;0;4;;;63;57;1045;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;32;;0;;RER;1;4;;;164;;0;3;;;112;101;386;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;33;;0;;RER;1;4;;;258;;0;5;;;91;82;698;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;34;;0;;RER;1;2;;;318;;0;6;;;99;89;1126;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;35;;0;;RER;1;3;;;224;;0;4;;;112;101;1227;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;36;;0;;RER;2;;;;129;;0;2;;;123;111;1125;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;37;;0;;RER;1;2;;;400,9;;1;8;223;127;128;115;649;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;38;;0;;RER;1;3;;;264;;0;5;;;169;152;638;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;39;;0;;RER;1;3;;;266;;0;5;;;169;152;671;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;40;;0;;RER;2;;;;242;;0;4;110;39;183;165;830;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;41;;0;;RER;1;3;;;281,5;;1;5;;;173;156;948;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;42;;0;;RER;1;3;;;204;;0;4;;;154;139;332;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;43;;0;;RER;1;4;;;207;;0;4;;;188;169;501;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;44;;0;;RER;2;;;;106;;0;2;;;203;183;1009;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;45;;0;;RER;1;2;;;400;;0;8;;;239;215;617;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;46;;0;;RER;1;2;;;298;;0;5;;;234;211;853;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;47;;0;;RER;1;2;;;286;;0;5;;;243;219;1237;
33050;Rätzsee/Fleeth;MV;08.08.2022;MB;48;;0;;RER;2;;;;76;;0;1;75;33;242;218;1159;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;1;;0;;RER;1;2;;;188,4;;1;3;153;66;282;254;169;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;2;;0;;RER;1;3;;;121;;0;2;;;280;252;332;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;3;;0;;RER;1;2;;;143,5;;1;2;124;76;292;263;522;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;4;;0;;RER;1;3;;;143;;0;2;;;270;243;722;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;5;;0;;RER;1;3;;;166;;0;3;;;249;224;768;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;6;;0;;RER;2;;;;97,2;;1;1;70;49;244;220;1002;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;7;;0;;RER;1;4;;;85;;0;1;119;32;232;209;950;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;8;;0;;RER;1;2;;;191;;0;3;;;230;207;1160;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;9;;0;;RER;1;2;;;151;;0;3;;;213;192;861;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;10;;0;;RER;1;3;;;124;;0;2;;;216;194;723;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;11;;0;;RER;1;4;;;144;;0;2;;;202;182;565;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;12;;0;;RER;1;2;;;177;;0;3;;;178;160;347;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;13;;0;;RER;1;2;;;146;;0;2;;;233;210;532;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;14;;0;;RER;1;4;;;132;;0;2;;;223;201;268;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;15;;0;;RER;2;;;;91;;0;1;86;35;159;143;329;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;16;;0;;RER;1;2;;;193,9;;1;3;139;59;164;148;547;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;17;;0;;RER;2;;;;102;;0;2;55;40;188;169;723;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;18;;0;;RER;1;2;;;171;;0;3;;;164;148;847;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;19;;0;;RER;2;;;;160;;0;3;;;181;163;941;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;20;;0;;RER;1;3;;;182;;0;3;;;189;170;1056;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;21;;0;;RER;1;4;;;98;;0;1;;;204;184;1062;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;22;;0;;RER;1;2;;;172;;0;3;;;211;190;1249;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;23;;0;;RER;2;;;;113;;0;2;51;21;139;125;761;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;24;;0;;RER;1;2;;;140;;0;2;;;133;120;1071;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;25;;0;;RER;1;2;;;183;;0;3;;;153;138;1172;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;26;;0;;RER;1;2;;;157;140;0;3;;;124;112;1190;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;27;;0;;RER;2;;;;79;;0;1;;;119;107;437;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;28;;0;;RER;1;4;;;100;;0;2;;;112;101;424;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;29;;0;;RER;1;2;;;188;;0;3;;;90;81;583;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;30;;0;;RER;1;4;;;114;;0;2;;;102;92;776;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;31;;0;;RER;1;2;;;196;;0;3;;;108;97;1040;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;32;;0;;RER;1;4;;;107;;0;2;;;66;59;433;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;33;;0;;RER;1;4;;;95;;0;1;;;63;57;753;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;34;;0;;RER;1;2;;;166;;0;3;;;81;73;992;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;35;;0;;RER;1;2;;;205,3;;1;4;125;78;63;57;1078;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;36;;0;;RER;2;;;;87;;0;1;62;44;53;48;1217;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;37;;0;;RER;1;2;;;201;;0;4;;;391;352;454;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;38;;0;;RER;1;3;;;156;;0;3;;;12;11;512;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;39;;0;;RER;1;4;;;80;;0;1;;;24;22;732;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;40;;0;;RER;1;2;;;218;;0;4;;;44;40;765;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;41;;0;;RER;1;2;;;167;;0;3;;;49;44;987;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;42;;0;;RER;2;;;;77;;0;1;;;30;27;931;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;43;;0;;RER;1;4;;;109;;0;2;;;18;16;1001;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;44;;0;;RER;1;3;;;169;;0;3;;;24;22;1164;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;45;;0;;RER;1;3;;;109;;0;2;;;6;5;966;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;46;;0;;RER;2;;;;97;;0;1;;;384;346;1098;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;47;;0;;RER;1;3;;;144;;0;2;;;390;351;1198;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;48;;0;;RER;1;4;;;101;;0;2;;;0;0;1076;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;49;;0;;RER;1;3;;;126;;0;2;;;314;283;396;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;50;;0;;RER;1;2;;;172;;0;3;;;332;299;576;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;51;;0;;RER;1;2;;;136;;0;2;;;326;293;866;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;52;;0;;RER;1;3;;;166;;0;3;;;319;287;1061;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;53;;0;;RER;1;3;;;166;;0;3;;;309;278;1156;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;54;;0;;RER;1;2;;;112;;0;2;;;296;266;1028;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;55;;0;;RER;1;3;;;127;;0;2;;;289;260;1106;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;56;;0;;RER;1;4;;;120;;0;2;;;303;273;1228;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;57;;0;;RER;1;3;;;144;;0;2;;;286;257;1229;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;58;;0;;RER;1;3;;;156;;0;3;;;280;252;1258;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;59;;0;;RER;1;3;;;138;;0;2;;;277;249;979;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;60;;0;;RER;1;2;;;170;;0;3;;;257;231;1243;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;61;;0;;RER;2;;;;75;;0;1;;;356;320;670;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;62;;0;;RER;1;3;;;159;;0;3;;;347;312;1123;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;63;;0;;RER;1;3;;;125;;0;2;;;366;329;1209;
33010;Pälitzsee/Pelzkuhl;MV;10.08.2022;MB;64;;0;;RER;1;4;;;136;;0;2;;;364;328;1232;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;1;;0;;GFI;1;2;;;240;;1;2;;;254;229;144;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;2;;0;;GFI;1;4;;;144;;0;2;;;340;306;165;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;3;;0;;GFI;1;4;;;129;;0;2;;;310;279;217;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;4;;0;;GFI;1;3;;;158;;0;3;;;242;218;306;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;5;;0;;GFI;1;2;;;216;120;0;4;;;254;229;381;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;6;;0;;GFI;1;4;;;150;;0;3;;;271;244;428;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;7;;0;;GFI;2;;;;93;150;0;1;;;272;245;510;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;8;;0;;GFI;1;2;;;136,6;;1;2;;;283;255;587;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;9;;0;;GFI;1;2;;;194,5;;1;3;;;262;236;665;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;10;;0;;GFI;1;2;;;155;;0;3;;;297;267;716;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;11;;0;;GFI;1;3;;;213;;0;4;;;290;261;885;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;12;;0;;GFI;1;4;;;123;;0;2;;;277;249;1086;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;13;;0;;GFI;1;2;;;158;;0;3;;;272;245;1211;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;14;;0;;GFI;1;2;;;306;;0;6;;;298;268;1146;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;15;;0;;GFI;1;4;;;125;;0;2;;;344;310;382;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;16;;0;;GFI;1;4;;;160;;0;3;;;309;278;513;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;17;;0;;GFI;1;2;;;187;;0;3;;;354;319;686;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;18;;0;;GFI;1;3;;;134;;0;2;;;324;292;727;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;19;;0;;GFI;1;2;;;244;;0;4;;;338;304;1000;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;20;;0;;GFI;1;2;;;287;;1;5;195;45;336;302;1230;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;21;;0;;GFI;1;4;;;184;;0;3;;;329;296;1203;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;22;;0;;GFI;1;3;;;133;;0;2;;;316;284;1033;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;23;;0;;GFI;1;3;;;169;;0;3;;;310;279;1161;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;24;;0;;GFI;1;4;;;117;;0;2;;;303;273;1165;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;25;;0;;GFI;1;3;;;161;;0;3;;;1;1;325;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;26;;0;;GFI;1;2;;;215;;1;4;175;80;11;10;449;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;27;;0;;GFI;1;3;;;134;;0;2;;;28;25;602;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;28;;0;;GFI;2;;;;109;;0;2;91;55;sa;15;735;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;29;;0;;GFI;1;4;;;208;;0;4;;;9;8;748;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;30;;0;;GFI;1;4;;;151;;0;3;;;371;334;523;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;31;;0;;GFI;1;2;;;268;;0;5;;;3;3;947;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;32;;0;;GFI;1;3;;;184;;0;3;;;387;348;1039;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;33;;0;;GFI;2;;;;90;;0;1;;;9;8;748;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;34;;0;;GFI;1;4;;;96;160;0;1;;;392;353;884;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;35;;0;;GFI;2;;;;75;;0;1;65;38;1;1;586;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;36;;0;;GFI;2;;;;72;;0;1;58;48;3;3;741;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;37;;0;;GFI;2;;;;78;;0;1;74;53;1;1;832;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;38;;0;;GFI;1;2;;;219;;0;4;;;387;348;811;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;39;;0;;GFI;2;;;;120;;0;2;;;376;338;862;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;40;;0;;GFI;2;;;;105;;0;2;;;361;325;826;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;41;;0;;GFI;1;2;;;300;;0;6;;;359;323;991;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;42;;0;;GFI;1;2;;;208;;0;4;;;64;58;335;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;43;;0;;GFI;1;2;;;296;;0;5;;;67;60;545;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;44;;0;;GFI;1;3;;;220;;0;4;;;69;62;633;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;45;;0;;GFI;1;4;;;199;;0;3;;;79;71;686;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;46;;0;;GFI;1;2;;;246;;0;4;;;44;40;964;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;47;;0;;GFI;1;2;;;263;;0;5;;;56;50;1139;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;48;;0;;GFI;1;2;;;198;;0;3;;;76;68;1049;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;49;;0;;GFI;2;;;;82;;0;1;;;58;52;1197;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;50;;0;;GFI;1;2;;;294;;0;5;;;149;134;301;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;51;;0;;GFI;1;2;;;298;;0;5;;;108;97;425;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;52;;0;;GFI;1;2;;;309;;0;6;;;94;85;701;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;53;;0;;GFI;1;3;;;254;;0;5;;;88;79;843;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;54;;0;;GFI;1;2;;;256;;0;5;;;108;97;998;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;55;;0;;GFI;1;4;;;146;;0;2;;;98;88;1177;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;56;;0;;GFI;1;3;;;218;;0;4;;;134;121;784;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;57;;0;;GFI;1;3;;;178;;0;3;;;151;136;864;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;58;;0;;GFI;1;3;;;168;;0;3;;;146;131;1022;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;59;;0;;GFI;1;2;;;342;;0;6;;;139;125;1037;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;60;;0;;GFI;1;2;;;273;;0;5;;;149;134;1192;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;61;;0;;GFI;1;2;;;280;;0;5;;;118;106;1084;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;62;;0;;GFI;1;2;;;276;;0;5;;;212;191;331;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;63;;0;;GFI;1;4;;;112;;0;2;;;222;200;574;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;64;;0;;GFI;1;2;;;299;;0;5;;;242;218;663;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;65;;0;;GFI;2;;;;96;;0;1;;;213;192;791;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;66;;0;;GFI;1;2;;;269;;0;5;;;224;202;930;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;67;;0;;GFI;1;2;;;233;;0;4;;;247;222;972;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;68;;0;;GFI;1;4;;;105;;0;2;;;258;232;932;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;69;;0;;GFI;1;4;;;111;;0;2;;;261;235;1131;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;70;;0;;GFI;1;4;;;160;;0;3;;;179;161;595;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;71;;0;;GFI;1;2;;;313;;0;6;;;169;152;827;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;72;;0;;GFI;1;4;;;108;;0;2;;;166;149;929;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;73;;0;;GFI;2;;;;124;;0;2;;;177;159;986;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;74;;0;;GFI;1;3;;;195;140;0;3;;;166;149;1255;
34030;Steinbach/Steinbach;SN;24.08.2022;MB;75;;0;;GFI;1;2;;;396;;0;7;;;174;157;1249;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;1;;0;;GFI;1;2;;;291;;1;5;285;82;176;158;165;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;2;;0;;GFI;1;2;;;409;;0;8;;;159;143;377;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;3;;0;;GFI;1;2;;;262;;0;5;;;123;111;722;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;4;;0;;GFI;1;3;;;307;;0;6;;;128;115;957;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;5;;0;;GFI;1;2;;;346;;0;6;;;111;100;1072;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;6;;0;;GFI;1;3;;;249;150;0;4;214;110;88;79;1112;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;7;;0;;GFI;1;2;;;270;;0;5;;;72;65;678;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;8;;0;;GFI;1;2;;;382;;0;7;275;162;61;55;1150;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;9;;0;;GFI;1;2;;;364;;0;7;;;31;28;1079;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;10;;0;;GFI;1;2;;;444;;0;8;;;396;356;886;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;11;;0;;GFI;2;;;;192;;0;3;;;24;22;488;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;12;;0;;GFI;1;2;;;408,7;;1;8;280;94;388;349;270;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;13;;0;;GFI;1;2;;;337;;0;6;;;347;312;1032;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;14;;0;;GFI;1;1;;;544,5;;1;10;286;158;311;280;622;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;15;;0;;GFI;1;2;;;332;;0;6;;;290;261;1163;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;16;;0;;GFI;2;;;;149,7;;1;2;127;93;261;235;671;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;17;;0;;GFI;1;2;;;327,7;;1;6;284;120;239;215;541;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;18;;0;;GFI;1;2;;;373;;0;7;;;224;202;571;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;19;;0;;GFI;1;4;;;233;;0;4;;;223;201;815;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;20;;0;;GFI;1;2;;;462;;0;9;286;177;244;220;986;
34040;Milchbach/Erlabrunn;SN;14.09.2022;MB;21;;0;;GFI;1;2;;;302;;0;6;;;197;177;898;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;1;;0;;BKI;1;3;;;147,2;;1;2;72;44;12;11;157;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;2;;0;;BKI;1;3;;;120,8;;1;2;69;42;398;358;207;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;3;;0;;BKI;1;3;;;78;;0;1;;;384;346;241;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;4;;0;;BKI;1;3;;;74;;0;1;;;54;49;275;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;5;;0;;BKI;1;3;;;126;;0;2;;;42;38;317;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;6;;0;;BKI;1;3;;;96;;0;1;;;29;26;331;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;7;;0;;BKI;1;3;;;72;;0;1;;;43;39;372;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;8;;0;;BKI;1;3;;;172;;0;3;;;18;16;499;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;9;;0;;BKI;1;3;;;72;;0;1;;;44;40;566;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;10;;0;;BKI;1;4;;;103;;0;2;;;33;30;733;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;11;;0;;BKI;1;3;;;71;;0;1;;;34;31;892;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;12;;0;;BKI;1;3;;;103;;0;2;;;22;20;1028;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;13;;0;;BKI;1;3;;;126;;0;2;;;6;5;1109;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;14;;0;;BKI;1;2;;;99;;0;1;;;6;5;1164;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;15;;0;;BKI;1;2;;;105;;0;2;;;1;1;1203;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;16;;0;;BKI;1;3;;;75;;0;1;;;389;350;531;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;17;;0;;BKI;1;2;;;155;;0;3;;;392;353;602;
34020;Friedrichsheider Hochmoor/Erlabrunn;SN;13.09.2022;MB;18;;0;;BKI;1;3;;;101;;0;2;;;398;358;759;
