"";"bfhnr";"lfdnr";"ort";"bart";"schi";"bhd";"hori";"azi";"hoehe";"alter";"roid";"fadd"
"11624";160050;32;9;"Rbu";2;12;14;NA;NA;25;11624;2013-06-19 10:11:40
"11625";160050;33;9;"Rbu";2;9;15;NA;NA;25;11625;2013-06-19 10:11:40
"11626";160051;1;9;"Es";1;28;3;NA;NA;54;11626;2013-06-19 10:11:40
"11627";160051;2;9;"Es";1;19;8;NA;NA;30;11627;2013-06-19 10:11:40
"11628";160051;3;9;"Bah";1;51;9;NA;29;70;11628;2013-06-19 10:11:40
"11629";160051;4;9;"Bah";1;52;10;NA;NA;70;11629;2013-06-19 10:11:40
"11630";160051;5;9;"Es";1;23;5;NA;NA;54;11630;2013-06-19 10:11:40
"11631";160051;6;9;"Es";1;18;7;NA;NA;30;11631;2013-06-19 10:11:40
"11632";160051;7;9;"Bah";2;7;9;NA;NA;15;11632;2013-06-19 10:11:40
"11633";160051;8;9;"Es";1;14;9;NA;NA;30;11633;2013-06-19 10:11:40
"11634";160051;9;9;"Es";1;17;10;NA;NA;30;11634;2013-06-19 10:11:40
"11635";160051;10;9;"Es";1;27;6;NA;NA;54;11635;2013-06-19 10:11:40
"11636";160051;11;9;"Bah";1;19;7;NA;NA;30;11636;2013-06-19 10:11:40
"11637";160051;12;9;"Es";1;22;9;NA;NA;54;11637;2013-06-19 10:11:40
"11638";160051;13;9;"Es";1;34;6;NA;NA;54;11638;2013-06-19 10:11:40
"11639";160051;14;9;"Bah";1;11;4;NA;NA;15;11639;2013-06-19 10:11:40
"11640";160051;15;9;"Es";1;27;3;NA;NA;54;11640;2013-06-19 10:11:40
"11641";160051;16;9;"Es";1;23,5;1;NA;NA;54;11641;2013-06-19 10:11:40
"11642";160051;17;9;"Es";1;28;7;NA;31;54;11642;2013-06-19 10:11:40
"11643";160051;18;9;"Es";1;23;6;NA;NA;54;11643;2013-06-19 10:11:40
"11644";160051;19;9;"Bah";1;11;9;NA;NA;30;11644;2013-06-19 10:11:40
"11645";160051;20;9;"Bah";1;11;7;NA;NA;30;11645;2013-06-19 10:11:40
"11646";160052;1;9;"Gfi";1;17,5;8;NA;NA;60;11646;2013-06-19 10:11:40
"11647";160052;2;9;"Gki";1;31;10;NA;NA;60;11647;2013-06-19 10:11:40
"11648";160052;3;9;"Gki";1;22;8;NA;NA;60;11648;2013-06-19 10:11:40
"11649";160052;4;9;"Gki";1;18;10;NA;NA;60;11649;2013-06-19 10:11:40
"11650";160052;5;9;"Gfi";1;37;7;NA;NA;60;11650;2013-06-19 10:11:40
"11651";160052;6;9;"Gki";1;21;4;NA;19,8;60;11651;2013-06-19 10:11:40
"11652";160052;7;9;"Gki";1;34;3;NA;23,2;60;11652;2013-06-19 10:11:40
"11653";160052;8;9;"Gfi";1;11;6;NA;NA;30;11653;2013-06-19 10:11:40
"11654";160052;9;9;"Gfi";1;27;8;NA;20,9;60;11654;2013-06-19 10:11:40
"11655";160052;10;9;"Gki";1;27;8;NA;19,3;60;11655;2013-06-19 10:11:40
"11656";160052;11;9;"Gfi";1;21;7;NA;NA;60;11656;2013-06-19 10:11:40
"11657";160052;12;9;"Gfi";1;12;6;NA;NA;30;11657;2013-06-19 10:11:40
"11658";160052;13;9;"Gki";1;24;7;NA;NA;60;11658;2013-06-19 10:11:40
"11659";160052;14;9;"Gfi";1;21;8;NA;NA;60;11659;2013-06-19 10:11:40
"11660";160052;15;9;"Gki";1;29,5;10;NA;NA;60;11660;2013-06-19 10:11:40
"11661";160052;16;9;"Gfi";1;19,5;9;NA;NA;60;11661;2013-06-19 10:11:40
"11662";160052;17;9;"Gki";1;30,5;8;NA;NA;60;11662;2013-06-19 10:11:40
"11663";160052;18;9;"Gfi";1;22;6;NA;NA;60;11663;2013-06-19 10:11:40
"11664";160052;19;9;"Gki";1;23,5;7;NA;NA;60;11664;2013-06-19 10:11:40
"11665";160052;20;9;"Gki";1;27,5;9;NA;NA;60;11665;2013-06-19 10:11:40
"11666";160052;21;9;"Gfi";1;30,5;10;NA;NA;60;11666;2013-06-19 10:11:40
"11667";160052;22;9;"Gfi";1;26;4;NA;NA;60;11667;2013-06-19 10:11:40
"11668";160052;23;9;"Gki";1;32;5,5;NA;22;60;11668;2013-06-19 10:11:40
"11669";160052;24;9;"Gfi";1;14;8;NA;NA;30;11669;2013-06-19 10:11:40
"11670";160052;25;9;"Gki";1;23;10;NA;NA;60;11670;2013-06-19 10:11:40
"11671";160052;26;9;"Gfi";1;34,5;10;NA;20,8;60;11671;2013-06-19 10:11:40
"11672";160052;27;9;"Gki";1;26;5;NA;NA;60;11672;2013-06-19 10:11:40
"11673";160053;1;9;"GFi";1;31,5;5;NA;17,5;34;11673;2013-06-19 10:11:40
"11674";160053;2;9;"GFi";2;10,5;4;NA;NA;34;11674;2013-06-19 10:11:40
"11675";160053;3;9;"GFi";2;10;6;NA;NA;34;11675;2013-06-19 10:11:40
"11676";160053;4;9;"GFi";2;10;7;NA;NA;34;11676;2013-06-19 10:11:40
"11677";160053;5;9;"GFi";1;15;8;NA;NA;34;11677;2013-06-19 10:11:40
"11678";160053;6;9;"GFi";1;19;7;NA;NA;34;11678;2013-06-19 10:11:40
"11679";160053;7;9;"GFi";1;26;6;NA;16,5;34;11679;2013-06-19 10:11:40
"11680";160053;8;9;"GFi";1;18;7;NA;NA;34;11680;2013-06-19 10:11:40
"11681";160053;9;9;"GFi";1;16;7;NA;NA;34;11681;2013-06-19 10:11:40
"11682";160053;10;9;"GFi";1;23;8;NA;NA;34;11682;2013-06-19 10:11:40
"11683";160053;11;9;"GFi";1;16;7;NA;NA;34;11683;2013-06-19 10:11:40
"11684";160053;12;9;"GFi";1;15;4;NA;NA;34;11684;2013-06-19 10:11:40
"11685";160053;13;9;"GFi";1;15;4;NA;NA;34;11685;2013-06-19 10:11:40
"11686";160053;14;9;"GFi";1;18;3;NA;NA;34;11686;2013-06-19 10:11:40
"11687";160053;15;9;"GFi";1;20;5;NA;NA;34;11687;2013-06-19 10:11:40
"11688";160053;16;9;"GFi";1;15;7;NA;NA;34;11688;2013-06-19 10:11:40
"11689";160053;17;9;"GFi";1;26;7;NA;NA;34;11689;2013-06-19 10:11:40
"11690";160053;18;9;"GFi";1;20;5;NA;NA;34;11690;2013-06-19 10:11:40
"11691";160053;19;9;"GFi";1;14;8;NA;NA;34;11691;2013-06-19 10:11:40
"11692";160053;20;9;"GFi";2;12;7;NA;NA;34;11692;2013-06-19 10:11:40
"11693";160053;21;9;"GFi";2;14;7;NA;NA;34;11693;2013-06-19 10:11:40
"11694";160053;22;9;"GFi";1;13;5;NA;NA;34;11694;2013-06-19 10:11:40
"11695";160053;23;9;"GFi";1;19;3;NA;NA;34;11695;2013-06-19 10:11:40
"11696";160053;24;9;"GFi";1;13;2;NA;NA;34;11696;2013-06-19 10:11:40
"11697";160053;25;9;"GFi";1;21;2;NA;NA;34;11697;2013-06-19 10:11:40
"11698";160053;26;9;"GFi";1;19;0;NA;NA;34;11698;2013-06-19 10:11:40
"11699";160053;27;9;"GFi";1;22;6;NA;NA;34;11699;2013-06-19 10:11:40
"11700";160053;28;9;"GFi";1;24;7;NA;NA;34;11700;2013-06-19 10:11:40
"11701";160053;29;9;"GFi";1;24;7;NA;NA;34;11701;2013-06-19 10:11:40
"11702";160053;30;9;"GFi";1;14;8;NA;NA;34;11702;2013-06-19 10:11:40
"11703";160053;31;9;"GFi";1;15;7;NA;NA;34;11703;2013-06-19 10:11:40
"11704";160053;32;9;"GFi";1;21;4;NA;NA;34;11704;2013-06-19 10:11:40
"11705";160053;33;9;"GFi";1;22;7;NA;NA;34;11705;2013-06-19 10:11:40
"11706";160053;34;9;"GFi";1;17;7;NA;NA;34;11706;2013-06-19 10:11:40
"11707";160053;35;9;"GFi";1;14;6;NA;NA;34;11707;2013-06-19 10:11:40
"11708";160053;36;9;"GFi";1;15;5;NA;NA;34;11708;2013-06-19 10:11:40
"11709";160053;37;9;"GFi";1;16;3;NA;NA;34;11709;2013-06-19 10:11:40
"11710";160053;38;9;"GFi";1;14;1;NA;NA;34;11710;2013-06-19 10:11:40
"11711";160053;39;9;"GFi";2;7;7;NA;NA;34;11711;2013-06-19 10:11:40
"11712";160053;40;9;"GFi";2;7;7;NA;NA;34;11712;2013-06-19 10:11:40
"11713";160053;41;9;"GFi";1;16;8;NA;NA;34;11713;2013-06-19 10:11:40
"11714";160053;42;9;"GFi";1;16;5;NA;NA;34;11714;2013-06-19 10:11:40
"11715";160053;43;9;"GFi";1;17;4;NA;NA;34;11715;2013-06-19 10:11:40
"11716";160053;44;9;"GFi";1;10;3;NA;NA;34;11716;2013-06-19 10:11:40
"11717";160053;45;9;"GFi";1;11;5;NA;NA;34;11717;2013-06-19 10:11:40
"11718";160053;46;9;"GFi";1;16;7;NA;NA;34;11718;2013-06-19 10:11:40
"11719";160054;1;9;"GKi";1;29,5;4;NA;NA;NA;11719;2013-06-19 10:11:40
"11720";160054;2;9;NA;NA;25,5;6,5;NA;NA;NA;11720;2013-06-19 10:11:40
"11721";160054;3;9;NA;NA;34;9;NA;21,3;NA;11721;2013-06-19 10:11:40
"11722";160054;4;9;NA;NA;20;9,5;NA;NA;NA;11722;2013-06-19 10:11:40
"11723";160054;5;9;NA;NA;14,5;8,5;NA;NA;NA;11723;2013-06-19 10:11:40
"11724";160054;6;9;NA;NA;17;6;NA;NA;NA;11724;2013-06-19 10:11:40
"11725";160054;7;9;NA;NA;25;3;NA;NA;NA;11725;2013-06-19 10:11:40
"11726";160054;8;9;NA;NA;28;9,5;NA;NA;NA;11726;2013-06-19 10:11:40
"11727";160054;9;9;NA;NA;27,5;8,5;NA;NA;NA;11727;2013-06-19 10:11:40
"11728";160054;10;9;NA;NA;21;6,5;NA;NA;NA;11728;2013-06-19 10:11:40
"11729";160054;11;9;NA;NA;31;7;NA;22,3;NA;11729;2013-06-19 10:11:40
"11730";160054;12;9;NA;NA;20;6,5;NA;NA;NA;11730;2013-06-19 10:11:40
"11731";160054;13;9;NA;NA;31;2,5;NA;NA;NA;11731;2013-06-19 10:11:40
"11732";160054;14;9;NA;NA;27,5;3,5;NA;NA;NA;11732;2013-06-19 10:11:40
"11733";160054;15;9;NA;NA;27;8,5;NA;NA;NA;11733;2013-06-19 10:11:40
"11734";160054;16;9;NA;NA;25,5;9,5;NA;NA;NA;11734;2013-06-19 10:11:40
"11735";160054;17;9;NA;NA;34;8,5;NA;25,6;NA;11735;2013-06-19 10:11:40
"11736";160054;18;9;NA;NA;19;8;NA;NA;NA;11736;2013-06-19 10:11:40
"11737";160054;19;9;NA;NA;26;5;NA;NA;NA;11737;2013-06-19 10:11:40
"11738";160054;20;9;NA;NA;31,5;4;NA;23;NA;11738;2013-06-19 10:11:40
"11739";160054;21;9;NA;NA;15;6;NA;NA;NA;11739;2013-06-19 10:11:40
"11740";160054;22;9;NA;NA;28;7,5;NA;NA;NA;11740;2013-06-19 10:11:40
"11741";160054;23;9;NA;NA;30;10;NA;NA;NA;11741;2013-06-19 10:11:40
"11742";160054;24;9;NA;NA;15,5;5,5;NA;NA;NA;11742;2013-06-19 10:11:40
"11743";160055;1;9;"GKi";1;43;2;NA;27;79;11743;2013-06-19 10:11:40
"11744";160055;2;9;"GKi";1;30;8;NA;NA;79;11744;2013-06-19 10:11:40
"11745";160055;3;9;"GKi";1;35;10;NA;NA;79;11745;2013-06-19 10:11:40
"11746";160055;4;9;"GKi";1;36;15;NA;NA;79;11746;2013-06-19 10:11:40
"11747";160055;5;9;"GKi";1;29;13;NA;NA;79;11747;2013-06-19 10:11:40
"11748";160055;6;9;"GKi";1;34;12;NA;NA;79;11748;2013-06-19 10:11:40
"11749";160055;7;9;"GKi";1;28;9;NA;NA;79;11749;2013-06-19 10:11:40
"11750";160055;8;9;"GKi";1;34;14;NA;NA;79;11750;2013-06-19 10:11:40
"11751";160055;9;9;"GKi";1;33;13;NA;NA;79;11751;2013-06-19 10:11:40
"11752";160055;10;9;"GKi";1;31;9;NA;NA;79;11752;2013-06-19 10:11:40
"11753";160055;11;9;"GKi";1;20;8;NA;NA;79;11753;2013-06-19 10:11:40
"11754";160055;12;9;"GKi";1;38;12;NA;28;79;11754;2013-06-19 10:11:40
"11755";160055;13;9;"GKi";1;30;10;NA;NA;79;11755;2013-06-19 10:11:40
"11756";160055;14;9;"GKi";1;23;15;NA;NA;79;11756;2013-06-19 10:11:40
"11757";160055;15;9;"GKi";1;38,5;9;NA;NA;79;11757;2013-06-19 10:11:40
"11758";160055;16;9;"GKi";1;22;14;NA;NA;79;11758;2013-06-19 10:11:40
"11759";160055;17;9;"GKi";1;48;9;NA;29;79;11759;2013-06-19 10:11:40
"11760";160055;18;9;"GKi";1;41;14;NA;NA;79;11760;2013-06-19 10:11:40
"11761";160055;19;9;"GKi";1;31;15;NA;NA;79;11761;2013-06-19 10:11:40
"11762";160055;20;9;"GKi";1;25;14;NA;NA;79;11762;2013-06-19 10:11:40
"11763";160056;1;9;"Bi";1;28;4,5;NA;18,2;69;11763;2013-06-19 10:11:40
"11764";160056;2;9;"Gki";1;18;9,5;NA;NA;51;11764;2013-06-19 10:11:40
"11765";160056;3;9;"Gki";1;22;10;NA;NA;51;11765;2013-06-19 10:11:40
"11766";160056;4;9;"Fah";2;12,5;10;NA;NA;25;11766;2013-06-19 10:11:40
"11767";160056;5;9;"Fah";2;11;9,5;NA;NA;25;11767;2013-06-19 10:11:40
"11768";160056;6;9;"Fah";2;10,5;9;NA;NA;25;11768;2013-06-19 10:11:40
"11769";160056;7;9;"Gki";1;20;7;NA;NA;69;11769;2013-06-19 10:11:40
"11770";160056;8;9;"Ki";2;12,5;9;NA;NA;51;11770;2013-06-19 10:11:40
"11771";160056;9;9;"Ei";2;12;7;NA;NA;25;11771;2013-06-19 10:11:40
"11772";160056;10;9;"Gki";1;18,5;4;NA;NA;69;11772;2013-06-19 10:11:40
"11773";160056;11;9;"Gki";1;22;6,5;NA;NA;69;11773;2013-06-19 10:11:40
"11774";160056;12;9;"Rbu";1;17;7;NA;NA;69;11774;2013-06-19 10:11:40
"11775";160056;13;9;"Ki";1;26;8;NA;16,8;69;11775;2013-06-19 10:11:40
"11776";160056;14;9;"Ei";1;34,5;8,5;NA;15,2;69;11776;2013-06-19 10:11:40
"11777";160056;15;9;"Gki";1;27;10;NA;NA;69;11777;2013-06-19 10:11:40
"11778";160056;16;9;"Gki";1;7,5;8,5;NA;NA;69;11778;2013-06-19 10:11:40
"11779";160056;17;9;"Gki";1;16;10;NA;NA;51;11779;2013-06-19 10:11:40
"11780";160056;18;9;"Gki";1;29,5;10;NA;NA;69;11780;2013-06-19 10:11:40
"11781";160056;19;9;"Gki";1;17;9;NA;NA;51;11781;2013-06-19 10:11:40
"11782";160056;20;9;"Gki";1;11;9,5;NA;NA;51;11782;2013-06-19 10:11:40
"11783";160056;21;9;"Rbu";1;14;8,5;NA;NA;69;11783;2013-06-19 10:11:40
"11784";160056;22;9;"Gki";1;16;9;NA;NA;69;11784;2013-06-19 10:11:40
"11785";160056;23;9;"Gki";1;12;10;NA;NA;51;11785;2013-06-19 10:11:40
"11786";160056;24;9;"Gki";2;8,5;10;NA;NA;20;11786;2013-06-19 10:11:40
"11787";160056;25;9;"Rbu";1;22,5;7;NA;17,6;69;11787;2013-06-19 10:11:40
"11788";160056;26;9;"Rbu";1;24;7;NA;16,7;69;11788;2013-06-19 10:11:40
"11789";160056;27;9;"Rbu";1;12;8,5;NA;NA;51;11789;2013-06-19 10:11:40
"11790";160056;28;9;"Ei";1;12;6,5;NA;NA;51;11790;2013-06-19 10:11:40
"11791";160056;29;9;"Ki";1;19,5;5;NA;NA;69;11791;2013-06-19 10:11:40
"11792";160056;30;9;"Rbu";1;14;4,5;NA;NA;51;11792;2013-06-19 10:11:40
"11793";160056;31;9;"Rbu";1;11;5;NA;NA;51;11793;2013-06-19 10:11:40
"11794";160056;32;9;"Gki";1;19,5;5;NA;NA;69;11794;2013-06-19 10:11:40
"11795";160056;33;9;"Rbu";1;21;0,5;NA;19,1;69;11795;2013-06-19 10:11:40
"11796";160056;34;9;"Rbu";2;7;1,5;NA;NA;15;11796;2013-06-19 10:11:40
"11797";160056;35;9;"Rbu";2;7;1;NA;NA;15;11797;2013-06-19 10:11:40
"11798";160056;36;9;"Rbu";2;7,5;0,5;NA;NA;15;11798;2013-06-19 10:11:40
"11799";160056;37;9;"Gki";1;19;4;NA;NA;51;11799;2013-06-19 10:11:40
"11800";160056;38;9;"Gki";1;23;9;NA;NA;69;11800;2013-06-19 10:11:40
"11801";160056;39;9;"Gki";1;11,5;10;NA;NA;25;11801;2013-06-19 10:11:40
"11802";160056;40;9;"Gki";2;7;10;NA;NA;15;11802;2013-06-19 10:11:40
"11803";160056;41;9;"Gki";1;12,5;8;NA;NA;25;11803;2013-06-19 10:11:40
"11804";160056;42;9;"Gki";2;9;10;NA;NA;25;11804;2013-06-19 10:11:40
"11805";160056;43;9;"Gki";2;7;5;NA;NA;25;11805;2013-06-19 10:11:40
"11806";160056;44;9;"Gki";1;26;2;NA;17,8;69;11806;2013-06-19 10:11:40
"11807";160056;45;9;"Rbu";1;14,5;3;NA;NA;51;11807;2013-06-19 10:11:40
"11808";160056;46;9;"Gki";1;26,5;5;NA;NA;69;11808;2013-06-19 10:11:40
"11809";160056;47;9;"Rbu";2;9,5;6;NA;NA;25;11809;2013-06-19 10:11:40
"11810";160056;48;9;"Gki";1;12;8,5;NA;NA;25;11810;2013-06-19 10:11:40
"11811";160056;49;9;"Gki";1;12,5;8;NA;NA;25;11811;2013-06-19 10:11:40
"11812";160056;50;9;"Ei";1;14;6,5;NA;NA;25;11812;2013-06-19 10:11:40
"11813";160056;51;9;"Gki";1;17,5;7;NA;NA;51;11813;2013-06-19 10:11:40
"11814";160056;52;9;"Gki";2;11,5;9,5;NA;NA;25;11814;2013-06-19 10:11:40
"11815";160056;53;9;"Bi";2;7;9;NA;NA;15;11815;2013-06-19 10:11:40
"11816";160056;54;9;"Rbu";2;8,5;8,5;NA;NA;15;11816;2013-06-19 10:11:40
"11817";160056;55;9;"Rbu";1;11,5;9,5;NA;NA;25;11817;2013-06-19 10:11:40
"11818";160057;1;9;"GKi";1;10;5;NA;NA;24;11818;2013-06-19 10:11:40
"11819";160057;2;9;"GKi";1;10;7;NA;NA;24;11819;2013-06-19 10:11:40
"11820";160057;3;9;"GKi";1;9;4;NA;NA;24;11820;2013-06-19 10:11:40
"11821";160057;4;9;"GKi";1;9;3;NA;NA;24;11821;2013-06-19 10:11:40
"11822";160057;5;9;"GKi";1;7;4;NA;NA;24;11822;2013-06-19 10:11:40
"11823";160057;6;9;"GKi";1;11;4;NA;NA;24;11823;2013-06-19 10:11:40
"11824";160057;7;9;"GKi";1;9;5;NA;NA;24;11824;2013-06-19 10:11:40
"11825";160057;8;9;"GKi";1;11;3;NA;NA;24;11825;2013-06-19 10:11:40
"11826";160057;9;9;"GKi";1;11;1;NA;NA;24;11826;2013-06-19 10:11:40
"11827";160057;10;9;"GKi";1;11;7;NA;NA;24;11827;2013-06-19 10:11:40
"11828";160057;11;9;"GKi";1;10;6;NA;NA;24;11828;2013-06-19 10:11:40
"11829";160057;12;9;"GKi";1;12;7;NA;11,5;24;11829;2013-06-19 10:11:40
"11830";160057;13;9;"GKi";1;11;5;NA;NA;24;11830;2013-06-19 10:11:40
"11831";160057;14;9;"GKi";1;7;7;NA;NA;24;11831;2013-06-19 10:11:40
"11832";160057;15;9;"GKi";1;7;5;NA;NA;24;11832;2013-06-19 10:11:40
"11833";160057;16;9;"GKi";1;10;5;NA;NA;24;11833;2013-06-19 10:11:40
"11834";160057;17;9;"GKi";1;9;3;NA;NA;24;11834;2013-06-19 10:11:40
"11835";160057;18;9;"GKi";1;10;4;NA;NA;24;11835;2013-06-19 10:11:40
"11836";160057;19;9;"GKi";1;9;6;NA;NA;24;11836;2013-06-19 10:11:40
"11837";160057;20;9;"GKi";1;10;6;NA;NA;24;11837;2013-06-19 10:11:40
"11838";160057;21;9;"GKi";1;10;5;NA;NA;24;11838;2013-06-19 10:11:40
"11839";160057;22;9;"GKi";1;11;7;NA;NA;24;11839;2013-06-19 10:11:40
"11840";160057;23;9;"GKi";1;9;6;NA;NA;24;11840;2013-06-19 10:11:40
"11841";160057;24;9;"GKi";1;8;6;NA;NA;24;11841;2013-06-19 10:11:40
"11842";160057;25;9;"GKi";1;7;6;NA;NA;24;11842;2013-06-19 10:11:40
"11843";160057;26;9;"GKi";1;11;7;NA;NA;24;11843;2013-06-19 10:11:40
"11844";160057;27;9;"GKi";1;10;5;NA;NA;24;11844;2013-06-19 10:11:40
"11845";160057;28;9;"GKi";1;7;2;NA;NA;24;11845;2013-06-19 10:11:40
"11846";160057;29;9;"GKi";1;9;4;NA;NA;24;11846;2013-06-19 10:11:40
"11847";160057;30;9;"GKi";1;10;3;NA;NA;24;11847;2013-06-19 10:11:40
"11848";160057;31;9;"GKi";1;7;3;NA;NA;24;11848;2013-06-19 10:11:40
"11849";160057;32;9;"GKi";1;9;2;NA;NA;24;11849;2013-06-19 10:11:40
"11850";160057;33;9;"GKi";1;9;1;NA;NA;24;11850;2013-06-19 10:11:40
"11851";160057;34;9;"GKi";1;7;2;NA;NA;24;11851;2013-06-19 10:11:40
"11852";160057;35;9;"GKi";1;9;3;NA;NA;24;11852;2013-06-19 10:11:40
"11853";160057;36;9;"GKi";1;8;4;NA;NA;24;11853;2013-06-19 10:11:40
"11854";160057;37;9;"GKi";1;8;4;NA;NA;24;11854;2013-06-19 10:11:40
"11855";160057;38;9;"GKi";1;9;5;NA;NA;24;11855;2013-06-19 10:11:40
"11856";160057;39;9;"GKi";1;7;6;NA;NA;24;11856;2013-06-19 10:11:40
"11857";160057;40;9;"GKi";1;9;7;NA;NA;24;11857;2013-06-19 10:11:40
"11858";160057;41;9;"GKi";1;8;7;NA;NA;24;11858;2013-06-19 10:11:40
"11859";160057;42;9;"GKi";1;7;4;NA;NA;24;11859;2013-06-19 10:11:40
"11860";160057;43;9;"GKi";1;7;5;NA;NA;24;11860;2013-06-19 10:11:40
"11861";160057;44;9;"GKi";1;13;4;NA;13;24;11861;2013-06-19 10:11:40
"11862";160057;45;9;"GKi";1;9;5;NA;NA;24;11862;2013-06-19 10:11:40
"11863";160057;46;9;"GKi";1;11;7;NA;NA;24;11863;2013-06-19 10:11:40
"11864";160057;47;9;"GKi";1;9;6;NA;NA;24;11864;2013-06-19 10:11:40
"11865";160057;48;9;"GKi";1;9;4;NA;NA;24;11865;2013-06-19 10:11:40
"11866";160057;49;9;"GKi";1;14;4;NA;NA;24;11866;2013-06-19 10:11:40
"11867";160057;50;9;"GKi";1;7;5;NA;NA;24;11867;2013-06-19 10:11:40
"11868";160057;51;9;"GKi";1;9;6;NA;NA;24;11868;2013-06-19 10:11:40
"11869";160057;52;9;"GKi";1;7;3;NA;NA;24;11869;2013-06-19 10:11:40
"11870";160057;53;9;"GKi";1;8;6;NA;NA;24;11870;2013-06-19 10:11:40
"11871";160057;54;9;"GKi";1;11;6;NA;NA;24;11871;2013-06-19 10:11:40
"11872";160057;55;9;"GKi";1;8;5;NA;NA;24;11872;2013-06-19 10:11:40
"11873";160057;56;9;"GKi";1;12;4;NA;14;24;11873;2013-06-19 10:11:40
"11874";160058;1;9;"GFi";2;11;1;NA;NA;20;11874;2013-06-19 10:11:40
"11875";160058;2;9;"GFi";2;8;7;NA;NA;20;11875;2013-06-19 10:11:40
"11876";160058;3;9;"GFi";2;7,5;4,5;NA;NA;20;11876;2013-06-19 10:11:40
"11877";160058;4;9;"GFi";2;13;3,5;NA;NA;30;11877;2013-06-19 10:11:40
"11878";160058;5;9;"GFi";2;15,5;6,5;NA;NA;40;11878;2013-06-19 10:11:40
"11879";160058;6;9;"GFi";2;7;7;NA;NA;NA;11879;2013-06-19 10:11:40
"11880";160058;7;9;"GKi";1;32;10;NA;NA;NA;11880;2013-06-19 10:11:40
"11881";160058;8;9;"GFi";2;12;6;NA;12;NA;11881;2013-06-19 10:11:40
"11882";160058;9;9;"GFi";1;53,5;9;NA;38,8;NA;11882;2013-06-19 10:11:40
"11883";160058;10;9;"GKi";1;37,5;2,5;NA;NA;NA;11883;2013-06-19 10:11:40
"11884";160058;11;9;"GFi";2;11;3;NA;NA;NA;11884;2013-06-19 10:11:40
"11885";160058;12;9;"GFi";2;8;4,5;NA;NA;NA;11885;2013-06-19 10:11:40
"11886";160058;13;9;"GFi";2;7,5;4,5;NA;NA;NA;11886;2013-06-19 10:11:40
"11887";160058;14;9;"GFi";2;9;6;NA;NA;NA;11887;2013-06-19 10:11:40
"11888";160058;15;9;"GFi";2;11;4;NA;NA;NA;11888;2013-06-19 10:11:40
"11889";160058;16;9;"GFi";2;7;6,5;NA;NA;NA;11889;2013-06-19 10:11:40
"11890";160058;17;9;"GFi";2;16;9;NA;NA;NA;11890;2013-06-19 10:11:40
"11891";160058;18;9;"GFi";2;9,5;8,5;NA;NA;NA;11891;2013-06-19 10:11:40
"11892";160058;19;9;"GFi";2;16;6,5;NA;13,7;NA;11892;2013-06-19 10:11:40
"11893";160058;20;9;"GFi";2;9;8,5;NA;NA;NA;11893;2013-06-19 10:11:40
"11894";160058;21;9;"GFi";2;10;7;NA;NA;NA;11894;2013-06-19 10:11:40
"11895";160058;22;9;"GFi";2;10;8;NA;NA;NA;11895;2013-06-19 10:11:40
"11896";160058;23;9;"GFi";2;12;7,5;NA;NA;NA;11896;2013-06-19 10:11:40
"11897";160058;24;9;"GKi";1;26;5;NA;NA;NA;11897;2013-06-19 10:11:40
"11898";160058;25;9;"GKi";1;43;2,5;NA;30,5;NA;11898;2013-06-19 10:11:40
"11899";160058;26;9;"GFi";2;10;5;NA;NA;NA;11899;2013-06-19 10:11:40
"11900";160058;27;9;"GFi";2;14,5;7;NA;NA;NA;11900;2013-06-19 10:11:40
"11901";160058;28;9;"GKi";1;24;9;NA;NA;NA;11901;2013-06-19 10:11:40
"11902";160058;29;9;"GFi";2;10,5;10;NA;NA;NA;11902;2013-06-19 10:11:40
"11903";160058;30;9;"GFi";2;9;8;NA;NA;NA;11903;2013-06-19 10:11:40
"11904";160058;31;9;"GKi";1;34;8;NA;NA;95;11904;2013-06-19 10:11:40
"11905";160058;32;9;"GKi";1;39,5;8;NA;NA;NA;11905;2013-06-19 10:11:40
"11906";160058;33;9;"GFi";2;21;9;NA;NA;NA;11906;2013-06-19 10:11:40
"11907";160058;34;9;"GKi";1;30;7;NA;NA;NA;11907;2013-06-19 10:11:40
"11908";160058;35;9;"GFi";2;14,5;10;NA;NA;NA;11908;2013-06-19 10:11:40
"11909";160058;36;9;"GFi";2;13;5,5;NA;NA;NA;11909;2013-06-19 10:11:40
"11910";160058;37;9;"GFi";2;10;6;NA;NA;NA;11910;2013-06-19 10:11:40
"11911";160058;38;9;"GFi";2;8,5;7;NA;NA;NA;11911;2013-06-19 10:11:40
"11912";160058;39;9;"GFi";2;12;8,5;NA;NA;NA;11912;2013-06-19 10:11:40
"11913";160058;40;9;"GFi";2;14,5;5,5;NA;NA;NA;11913;2013-06-19 10:11:40
"11914";160058;41;9;"GKi";1;23;6;NA;NA;NA;11914;2013-06-19 10:11:40
"11915";160058;42;9;"GFi";2;9;8,5;NA;NA;NA;11915;2013-06-19 10:11:40
"11916";160058;43;9;"GKi";1;33;8,5;NA;NA;NA;11916;2013-06-19 10:11:40
"11917";160058;44;9;"GKi";1;34;6,5;NA;NA;NA;11917;2013-06-19 10:11:40
"11918";160058;45;9;"GKi";1;40;8;NA;32;95;11918;2013-06-19 10:11:40
"11919";160058;46;9;"GFi";2;7,5;9,5;NA;NA;NA;11919;2013-06-19 10:11:40
