bfhnr;bart;N-Gehalt [g/kg];Moor oder nicht;;;;;;;;
90113;Gewoehnliche Fichte;11,78999996;nicht Moor;;;;;;;;
90114;Gewoehnliche Fichte;12,71000004;nicht Moor;;;;;;;;
90114;Gewoehnliche Fichte;14,97999954;nicht Moor;;;;;;;;
90115;Gewoehnliche Fichte;14,57999992;nicht Moor;;;;;;;;
90115;Gewoehnliche Fichte;12,98999977;nicht Moor;;;;;;;;
90116;Gewoehnliche Fichte;12,68000031;nicht Moor;;;;;;;;
90116;Gewoehnliche Fichte;14,81999969;nicht Moor;;;;;;;;
90117;Gewoehnliche Fichte;13,25;nicht Moor;;;;;;;;
90117;Gewoehnliche Fichte;14,51000023;nicht Moor;;;;;;;;
90118;Gewoehnliche Kiefer;15,92000008;nicht Moor;;;;;;;;
90119;Gewoehnliche Kiefer;15,38000011;nicht Moor;;;;;;;;
90120;Gewoehnliche Kiefer;16,44000053;nicht Moor;;;;;;;;
90121;Gewoehnliche Kiefer;16,67000008;nicht Moor;;;;;;;;
90122;Gewoehnliche Kiefer;13,93999958;nicht Moor;;;;;;;;
90123;Gewoehnliche Kiefer;12,64000034;nicht Moor;;;;;;;;
90124;Gewoehnliche Fichte;12,69999981;nicht Moor;;;;;;;;
90124;Gewoehnliche Fichte;14,69999981;nicht Moor;;;;;;;;
90125;Gewoehnliche Fichte;10,01000023;nicht Moor;;;;;;;;
90125;Gewoehnliche Fichte;11,77000046;nicht Moor;;;;;;;;
90126;Gewoehnliche Fichte;13,39000034;nicht Moor;;;;;;;;
90126;Gewoehnliche Fichte;11,85999966;nicht Moor;;;;;;;;
90127;Gewoehnliche Fichte;14,85000038;nicht Moor;;;;;;;;
90127;Gewoehnliche Fichte;13,26000023;nicht Moor;;;;;;;;
90128;Gewoehnliche Fichte;12,65999985;nicht Moor;;;;;;;;
90128;Gewoehnliche Fichte;14,63000011;nicht Moor;;;;;;;;
90129;Gewoehnliche Fichte;12,11999989;nicht Moor;;;;;;;;
90129;Gewoehnliche Fichte;12,18999958;nicht Moor;;;;;;;;
90130;Gewoehnliche Fichte;15,06000042;nicht Moor;;;;;;;;
90130;Gewoehnliche Fichte;12,05000019;nicht Moor;;;;;;;;
90132;Gewoehnliche Kiefer;15,28999996;nicht Moor;;;;;;;;
90133;Gewoehnliche Kiefer;12,68000031;nicht Moor;;;;;;;;
90134;Gewoehnliche Fichte;12,81999969;nicht Moor;;;;;;;;
90134;Gewoehnliche Fichte;16,39999962;nicht Moor;;;;;;;;
90135;Gewoehnliche Kiefer;15,59000015;nicht Moor;;;;;;;;
90136;Gewoehnliche Fichte;9,670000076;nicht Moor;;;;;;;;
90136;Gewoehnliche Fichte;11,21000004;nicht Moor;;;;;;;;
90137;Gewoehnliche Fichte;10,92000008;nicht Moor;;;;;;;;
90137;Gewoehnliche Fichte;11,88000011;nicht Moor;;;;;;;;
90138;Gewoehnliche Fichte;11,25;nicht Moor;;;;;;;;
90138;Gewoehnliche Fichte;12,78999996;nicht Moor;;;;;;;;
90139;Gewoehnliche Fichte;11,5;nicht Moor;;;;;;;;
90139;Gewoehnliche Fichte;12,27000046;nicht Moor;;;;;;;;
90140;Gewoehnliche Fichte;11,71000004;nicht Moor;;;;;;;;
90140;Gewoehnliche Fichte;13,85999966;nicht Moor;;;;;;;;
90141;Gewoehnliche Fichte;14,35999966;nicht Moor;;;;;;;;
90141;Gewoehnliche Fichte;15,53999996;nicht Moor;;;;;;;;
90142;Gewoehnliche Fichte;11,68000031;nicht Moor;;;;;;;;
90143;Gewoehnliche Fichte;11,84000015;nicht Moor;;;;;;;;
90143;Gewoehnliche Fichte;14,78999996;nicht Moor;;;;;;;;
90145;Gewoehnliche Fichte;15,52000046;nicht Moor;;;;;;;;
90145;Gewoehnliche Fichte;12,73999977;nicht Moor;;;;;;;;
90146;Gewoehnliche Fichte;14,02999973;nicht Moor;;;;;;;;
90146;Gewoehnliche Fichte;14,57999992;nicht Moor;;;;;;;;
90147;Gewoehnliche Fichte;11,26000023;nicht Moor;;;;;;;;
90147;Gewoehnliche Fichte;13,90999985;nicht Moor;;;;;;;;
90148;Gewoehnliche Kiefer;15,96000004;nicht Moor;;;;;;;;
90149;Gewoehnliche Kiefer;13,55000019;nicht Moor;;;;;;;;
90150;Gewoehnliche Kiefer;17,19000053;nicht Moor;;;;;;;;
90151;Gewoehnliche Kiefer;16,76000023;nicht Moor;;;;;;;;
90152;Gewoehnliche Kiefer;15,31999969;nicht Moor;;;;;;;;
90153;Gewoehnliche Fichte;13,52999973;nicht Moor;;;;;;;;
90153;Gewoehnliche Fichte;11,76000023;nicht Moor;;;;;;;;
90154;Gewoehnliche Fichte;11,47000027;nicht Moor;;;;;;;;
90154;Gewoehnliche Fichte;12,67000008;nicht Moor;;;;;;;;
90156;Gewoehnliche Fichte;11,11999989;nicht Moor;;;;;;;;
90156;Gewoehnliche Fichte;12,85000038;nicht Moor;;;;;;;;
90157;Gewoehnliche Fichte;13,64999962;nicht Moor;;;;;;;;
90157;Gewoehnliche Fichte;12,34000015;nicht Moor;;;;;;;;
90158;Gewoehnliche Fichte;12,56999969;nicht Moor;;;;;;;;
90158;Gewoehnliche Fichte;15,03999996;nicht Moor;;;;;;;;
90159;Gewoehnliche Fichte;14,60999966;nicht Moor;;;;;;;;
90159;Gewoehnliche Fichte;11,96000004;nicht Moor;;;;;;;;
90160;Gewoehnliche Fichte;13,23999977;nicht Moor;;;;;;;;
90160;Gewoehnliche Fichte;14,71000004;nicht Moor;;;;;;;;
90161;Gewoehnliche Kiefer;12,02000046;nicht Moor;;;;;;;;
90162;Gewoehnliche Kiefer;13,72999954;nicht Moor;;;;;;;;
90163;Gewoehnliche Kiefer;13,92000008;nicht Moor;;;;;;;;
90164;Gewoehnliche Kiefer;16,19000053;nicht Moor;;;;;;;;
90166;Gewoehnliche Fichte;17,28000069;nicht Moor;;;;;;;;
90166;Gewoehnliche Fichte;14,64000034;nicht Moor;;;;;;;;
90167;Gewoehnliche Kiefer;15,02999973;nicht Moor;;;;;;;;
90168;Gewoehnliche Kiefer;17,29000092;nicht Moor;;;;;;;;
90169;Gewoehnliche Kiefer;16,71999931;nicht Moor;;;;;;;;
90170;Gewoehnliche Fichte;14,01000023;nicht Moor;;;;;;;;
90170;Gewoehnliche Fichte;14,32999992;nicht Moor;;;;;;;;
90172;Gewoehnliche Fichte;16,04999924;nicht Moor;;;;;;;;
90172;Gewoehnliche Fichte;12,88000011;nicht Moor;;;;;;;;
90173;Gewoehnliche Fichte;12,25;nicht Moor;;;;;;;;
90173;Gewoehnliche Fichte;13,89999962;nicht Moor;;;;;;;;
90174;Gewoehnliche Fichte;14,67000008;nicht Moor;;;;;;;;
90174;Gewoehnliche Fichte;13,85999966;nicht Moor;;;;;;;;
90175;Gewoehnliche Kiefer;14,65999985;nicht Moor;;;;;;;;
90176;Gewoehnliche Kiefer;14,03999996;nicht Moor;;;;;;;;
90177;Gewoehnliche Fichte;11,53999996;nicht Moor;;;;;;;;
90177;Gewoehnliche Fichte;12,94999981;nicht Moor;;;;;;;;
90178;Gewoehnliche Fichte;11,17000008;nicht Moor;;;;;;;;
90178;Gewoehnliche Fichte;14;nicht Moor;;;;;;;;
90181;Gewoehnliche Kiefer;14,78999996;nicht Moor;;;;;;;;
90182;Gewoehnliche Kiefer;13,77999973;nicht Moor;;;;;;;;
90183;Gewoehnliche Fichte;12,22999954;nicht Moor;;;;;;;;
90183;Gewoehnliche Fichte;11,53999996;nicht Moor;;;;;;;;
90184;Gewoehnliche Fichte;12,06999969;nicht Moor;;;;;;;;
90184;Gewoehnliche Fichte;12,92000008;nicht Moor;;;;;;;;
90185;Gewoehnliche Fichte;12,27999973;nicht Moor;;;;;;;;
90185;Gewoehnliche Fichte;11,51000023;nicht Moor;;;;;;;;
90186;Gewoehnliche Fichte;13,26000023;nicht Moor;;;;;;;;
90186;Gewoehnliche Fichte;11,18999958;nicht Moor;;;;;;;;
90187;Gewoehnliche Kiefer;14;nicht Moor;;;;;;;;
90188;Gewoehnliche Fichte;14,38000011;nicht Moor;;;;;;;;
90188;Gewoehnliche Fichte;13,84000015;nicht Moor;;;;;;;;
90190;Gewoehnliche Fichte;13,36999989;nicht Moor;;;;;;;;
90190;Gewoehnliche Fichte;15,92000008;nicht Moor;;;;;;;;
90191;Gewoehnliche Fichte;13,03999996;nicht Moor;;;;;;;;
90191;Gewoehnliche Fichte;15,69999981;nicht Moor;;;;;;;;
90192;Gewoehnliche Kiefer;14,94999981;nicht Moor;;;;;;;;
90193;Gewoehnliche Fichte;14,47000027;nicht Moor;;;;;;;;
90193;Gewoehnliche Fichte;12,35999966;nicht Moor;;;;;;;;
90194;Gewoehnliche Fichte;13,52999973;nicht Moor;;;;;;;;
90194;Gewoehnliche Fichte;14,98999977;nicht Moor;;;;;;;;
90195;Gewoehnliche Fichte;12,02000046;nicht Moor;;;;;;;;
90195;Gewoehnliche Fichte;11,22000027;nicht Moor;;;;;;;;
90196;Gewoehnliche Kiefer;15,84000015;nicht Moor;;;;;;;;
90197;Gewoehnliche Fichte;14,98999977;nicht Moor;;;;;;;;
90197;Gewoehnliche Fichte;12,02999973;nicht Moor;;;;;;;;
90198;Gewoehnliche Fichte;12,72000027;nicht Moor;;;;;;;;
90198;Gewoehnliche Fichte;14,26000023;nicht Moor;;;;;;;;
90199;Gewoehnliche Fichte;9,119999886;nicht Moor;;;;;;;;
90199;Gewoehnliche Fichte;11,18999958;nicht Moor;;;;;;;;
90200;Gewoehnliche Fichte;11,59000015;nicht Moor;;;;;;;;
90200;Gewoehnliche Fichte;11,61999989;nicht Moor;;;;;;;;
90201;Gewoehnliche Fichte;11,88000011;nicht Moor;;;;;;;;
90201;Gewoehnliche Fichte;12,89999962;nicht Moor;;;;;;;;
90202;Gewoehnliche Fichte;14,64999962;nicht Moor;;;;;;;;
90202;Gewoehnliche Fichte;13,07999992;nicht Moor;;;;;;;;
90203;Gewoehnliche Kiefer;16,13999939;nicht Moor;;;;;;;;
90204;Gewoehnliche Kiefer;13,82999992;nicht Moor;;;;;;;;
90205;Gewoehnliche Kiefer;12,89999962;nicht Moor;;;;;;;;
90206;Gewoehnliche Fichte;13,64000034;nicht Moor;;;;;;;;
90206;Gewoehnliche Fichte;11,46000004;nicht Moor;;;;;;;;
90207;Gewoehnliche Fichte;13,34000015;nicht Moor;;;;;;;;
90207;Gewoehnliche Fichte;14,68999958;nicht Moor;;;;;;;;
90208;Gewoehnliche Fichte;16,12999916;nicht Moor;;;;;;;;
90208;Gewoehnliche Fichte;12,93000031;nicht Moor;;;;;;;;
90209;Gewoehnliche Fichte;16,12000084;nicht Moor;;;;;;;;
90209;Gewoehnliche Fichte;13,94999981;nicht Moor;;;;;;;;
90210;Gewoehnliche Fichte;15,02000046;nicht Moor;;;;;;;;
90210;Gewoehnliche Fichte;12,14999962;nicht Moor;;;;;;;;
90213;Gewoehnliche Kiefer;14,43999958;nicht Moor;;;;;;;;
90214;Gewoehnliche Kiefer;14,27999973;nicht Moor;;;;;;;;
90215;Gewoehnliche Fichte;14,67000008;nicht Moor;;;;;;;;
90215;Gewoehnliche Fichte;12,81999969;nicht Moor;;;;;;;;
90216;Gewoehnliche Fichte;9,970000267;nicht Moor;;;;;;;;
90216;Gewoehnliche Fichte;11,05000019;nicht Moor;;;;;;;;
90217;Gewoehnliche Fichte;13,26000023;nicht Moor;;;;;;;;
90217;Gewoehnliche Fichte;11,32999992;nicht Moor;;;;;;;;
90218;Gewoehnliche Fichte;13,51000023;nicht Moor;;;;;;;;
90218;Gewoehnliche Fichte;10,82999992;nicht Moor;;;;;;;;
90219;Gewoehnliche Fichte;13,35999966;nicht Moor;;;;;;;;
90219;Gewoehnliche Fichte;12,61999989;nicht Moor;;;;;;;;
90220;Gewoehnliche Kiefer;17,25;nicht Moor;;;;;;;;
90221;Gewoehnliche Fichte;14,55000019;nicht Moor;;;;;;;;
90221;Gewoehnliche Fichte;12,39999962;nicht Moor;;;;;;;;
90222;Gewoehnliche Kiefer;18,06999969;nicht Moor;;;;;;;;
90223;Gewoehnliche Fichte;14,10000038;nicht Moor;;;;;;;;
90223;Gewoehnliche Fichte;12,81999969;nicht Moor;;;;;;;;
90224;Gewoehnliche Kiefer;15,25;nicht Moor;;;;;;;;
90225;Gewoehnliche Kiefer;14,27999973;nicht Moor;;;;;;;;
90226;Gewoehnliche Kiefer;14,14000034;nicht Moor;;;;;;;;
90227;Gewoehnliche Kiefer;17,29999924;nicht Moor;;;;;;;;
90228;Gewoehnliche Fichte;12,81999969;nicht Moor;;;;;;;;
90228;Gewoehnliche Fichte;11,94999981;nicht Moor;;;;;;;;
90229;Gewoehnliche Fichte;12,78999996;nicht Moor;;;;;;;;
90229;Gewoehnliche Fichte;16,26000023;nicht Moor;;;;;;;;
90230;Gewoehnliche Kiefer;16,09000015;nicht Moor;;;;;;;;
90231;Gewoehnliche Fichte;12,89000034;nicht Moor;;;;;;;;
90231;Gewoehnliche Fichte;12,03999996;nicht Moor;;;;;;;;
90232;Gewoehnliche Fichte;13,23999977;nicht Moor;;;;;;;;
90232;Gewoehnliche Fichte;13,30000019;nicht Moor;;;;;;;;
90233;Gewoehnliche Fichte;14,47000027;nicht Moor;;;;;;;;
90233;Gewoehnliche Fichte;12,97999954;nicht Moor;;;;;;;;
90234;Gewoehnliche Fichte;15,59000015;nicht Moor;;;;;;;;
90234;Gewoehnliche Fichte;12,84000015;nicht Moor;;;;;;;;
90236;Gewoehnliche Fichte;13,53999996;nicht Moor;;;;;;;;
90236;Gewoehnliche Fichte;14,47999954;nicht Moor;;;;;;;;
90237;Gewoehnliche Kiefer;13,46000004;nicht Moor;;;;;;;;
90238;Gewoehnliche Kiefer;13,56999969;nicht Moor;;;;;;;;
90239;Gewoehnliche Kiefer;13,59000015;nicht Moor;;;;;;;;
90240;Gewoehnliche Kiefer;14,14000034;nicht Moor;;;;;;;;
90241;Gewoehnliche Kiefer;13,89999962;nicht Moor;;;;;;;;
90242;Gewoehnliche Kiefer;16,57999992;nicht Moor;;;;;;;;
90243;Gewoehnliche Kiefer;16,13999939;nicht Moor;;;;;;;;
90244;Gewoehnliche Fichte;16,10000038;nicht Moor;;;;;;;;
90244;Gewoehnliche Fichte;13,38000011;nicht Moor;;;;;;;;
90245;Gewoehnliche Fichte;15,43999958;nicht Moor;;;;;;;;
90245;Gewoehnliche Fichte;13,82999992;nicht Moor;;;;;;;;
90246;Gewoehnliche Fichte;14,75;nicht Moor;;;;;;;;
90246;Gewoehnliche Fichte;12,56999969;nicht Moor;;;;;;;;
90247;Gewoehnliche Fichte;11,96000004;nicht Moor;;;;;;;;
90247;Gewoehnliche Fichte;13,73999977;nicht Moor;;;;;;;;
90248;Gewoehnliche Fichte;10,27000046;nicht Moor;;;;;;;;
90248;Gewoehnliche Fichte;12;nicht Moor;;;;;;;;
90249;Gewoehnliche Fichte;11,42000008;nicht Moor;;;;;;;;
90249;Gewoehnliche Fichte;11,77999973;nicht Moor;;;;;;;;
90250;Gewoehnliche Fichte;13,93999958;nicht Moor;;;;;;;;
90250;Gewoehnliche Fichte;14,39999962;nicht Moor;;;;;;;;
90251;Gewoehnliche Kiefer;14,80000019;nicht Moor;;;;;;;;
90253;Gewoehnliche Fichte;12,13000011;nicht Moor;;;;;;;;
90253;Gewoehnliche Fichte;13,34000015;nicht Moor;;;;;;;;
90254;Gewoehnliche Fichte;14,53999996;nicht Moor;;;;;;;;
90254;Gewoehnliche Fichte;16,05999947;nicht Moor;;;;;;;;
90255;Gewoehnliche Fichte;13,02000046;nicht Moor;;;;;;;;
90255;Gewoehnliche Fichte;14,97999954;nicht Moor;;;;;;;;
90256;Gewoehnliche Kiefer;13,43000031;nicht Moor;;;;;;;;
90257;Gewoehnliche Kiefer;13,59000015;nicht Moor;;;;;;;;
90258;Gewoehnliche Kiefer;13,10999966;nicht Moor;;;;;;;;
90259;Gewoehnliche Kiefer;16,57999992;nicht Moor;;;;;;;;
90260;Gewoehnliche Kiefer;14,43000031;nicht Moor;;;;;;;;
90262;Gewoehnliche Kiefer;14,10000038;nicht Moor;;;;;;;;
90263;Gewoehnliche Kiefer;13,06000042;nicht Moor;;;;;;;;
90264;Gewoehnliche Kiefer;15,27999973;nicht Moor;;;;;;;;
90265;Gewoehnliche Fichte;16,87000084;nicht Moor;;;;;;;;
90265;Gewoehnliche Fichte;14,61999989;nicht Moor;;;;;;;;
90266;Gewoehnliche Fichte;14,14999962;nicht Moor;;;;;;;;
90266;Gewoehnliche Fichte;16,04000092;nicht Moor;;;;;;;;
90267;Gewoehnliche Fichte;13,93000031;nicht Moor;;;;;;;;
90267;Gewoehnliche Fichte;14,60999966;nicht Moor;;;;;;;;
90268;Gewoehnliche Fichte;12,52999973;nicht Moor;;;;;;;;
90268;Gewoehnliche Fichte;15,93999958;nicht Moor;;;;;;;;
90269;Gewoehnliche Fichte;12,92000008;nicht Moor;;;;;;;;
90269;Gewoehnliche Fichte;12,67000008;nicht Moor;;;;;;;;
90270;Gewoehnliche Fichte;15,43999958;nicht Moor;;;;;;;;
90270;Gewoehnliche Fichte;13,09000015;nicht Moor;;;;;;;;
90271;Gewoehnliche Fichte;10,43999958;nicht Moor;;;;;;;;
90271;Gewoehnliche Fichte;14;nicht Moor;;;;;;;;
90272;Gewoehnliche Fichte;11,98999977;nicht Moor;;;;;;;;
90272;Gewoehnliche Fichte;10,27999973;nicht Moor;;;;;;;;
90273;Gewoehnliche Fichte;12,03999996;nicht Moor;;;;;;;;
90273;Gewoehnliche Fichte;15,23999977;nicht Moor;;;;;;;;
90274;Gewoehnliche Fichte;13,56000042;nicht Moor;;;;;;;;
90274;Gewoehnliche Fichte;15,76000023;nicht Moor;;;;;;;;
90275;Gewoehnliche Fichte;14,89999962;nicht Moor;;;;;;;;
90275;Gewoehnliche Fichte;12,72999954;nicht Moor;;;;;;;;
90276;Gewoehnliche Kiefer;14,32999992;nicht Moor;;;;;;;;
90277;Gewoehnliche Kiefer;13,60000038;nicht Moor;;;;;;;;
90278;Gewoehnliche Fichte;13,77999973;nicht Moor;;;;;;;;
90278;Gewoehnliche Fichte;16,32999992;nicht Moor;;;;;;;;
90279;Gewoehnliche Fichte;13,77999973;nicht Moor;;;;;;;;
90279;Gewoehnliche Fichte;16,37000084;nicht Moor;;;;;;;;
90280;Gewoehnliche Kiefer;14,23999977;nicht Moor;;;;;;;;
90281;Gewoehnliche Fichte;17,53000069;nicht Moor;;;;;;;;
90281;Gewoehnliche Fichte;14,76000023;nicht Moor;;;;;;;;
90282;Gewoehnliche Fichte;14,97000027;nicht Moor;;;;;;;;
90282;Gewoehnliche Fichte;14,81000042;nicht Moor;;;;;;;;
90283;Gewoehnliche Kiefer;13,72999954;nicht Moor;;;;;;;;
90284;Gewoehnliche Fichte;12;nicht Moor;;;;;;;;
90284;Gewoehnliche Fichte;11,55000019;nicht Moor;;;;;;;;
90285;Gewoehnliche Fichte;12,10999966;nicht Moor;;;;;;;;
90285;Gewoehnliche Fichte;12;nicht Moor;;;;;;;;
90286;Gewoehnliche Fichte;15,57999992;nicht Moor;;;;;;;;
90286;Gewoehnliche Fichte;12,76000023;nicht Moor;;;;;;;;
90287;Gewoehnliche Fichte;12,89000034;nicht Moor;;;;;;;;
90287;Gewoehnliche Fichte;11,69999981;nicht Moor;;;;;;;;
90288;Gewoehnliche Fichte;12,32999992;nicht Moor;;;;;;;;
90288;Gewoehnliche Fichte;13,80000019;nicht Moor;;;;;;;;
90289;Gewoehnliche Kiefer;16,13999939;nicht Moor;;;;;;;;
90290;Gewoehnliche Fichte;11,98999977;nicht Moor;;;;;;;;
90290;Gewoehnliche Fichte;13,60000038;nicht Moor;;;;;;;;
90291;Gewoehnliche Fichte;11,73999977;nicht Moor;;;;;;;;
90291;Gewoehnliche Fichte;10,35999966;nicht Moor;;;;;;;;
90292;Gewoehnliche Kiefer;12,21000004;nicht Moor;;;;;;;;
90293;Gewoehnliche Kiefer;14,52000046;nicht Moor;;;;;;;;
90294;Gewoehnliche Fichte;11,94999981;nicht Moor;;;;;;;;
90294;Gewoehnliche Fichte;14,28999996;nicht Moor;;;;;;;;
90295;Gewoehnliche Kiefer;13,68999958;nicht Moor;;;;;;;;
90296;Gewoehnliche Fichte;15,52999973;nicht Moor;;;;;;;;
90296;Gewoehnliche Fichte;12,68999958;nicht Moor;;;;;;;;
90297;Gewoehnliche Fichte;13,43000031;nicht Moor;;;;;;;;
90297;Gewoehnliche Fichte;11,55000019;nicht Moor;;;;;;;;
90298;Gewoehnliche Fichte;14,57999992;nicht Moor;;;;;;;;
90298;Gewoehnliche Fichte;12,22000027;nicht Moor;;;;;;;;
90299;Gewoehnliche Fichte;16,36000061;nicht Moor;;;;;;;;
90299;Gewoehnliche Fichte;12,86999989;nicht Moor;;;;;;;;
90300;Gewoehnliche Kiefer;13,32999992;nicht Moor;;;;;;;;
90301;Gewoehnliche Fichte;15,15999985;nicht Moor;;;;;;;;
90301;Gewoehnliche Fichte;13,73999977;nicht Moor;;;;;;;;
90302;Gewoehnliche Fichte;15,42000008;nicht Moor;;;;;;;;
90302;Gewoehnliche Fichte;14,10000038;nicht Moor;;;;;;;;
90303;Gewoehnliche Fichte;11,68000031;nicht Moor;;;;;;;;
90303;Gewoehnliche Fichte;11,89000034;nicht Moor;;;;;;;;
90304;Gewoehnliche Fichte;13,69999981;nicht Moor;;;;;;;;
90304;Gewoehnliche Fichte;14,09000015;nicht Moor;;;;;;;;
90305;Gewoehnliche Fichte;14,42000008;nicht Moor;;;;;;;;
90305;Gewoehnliche Fichte;12,40999985;nicht Moor;;;;;;;;
90306;Gewoehnliche Fichte;13,71000004;nicht Moor;;;;;;;;
90306;Gewoehnliche Fichte;15,93999958;nicht Moor;;;;;;;;
90307;Gewoehnliche Fichte;12,14999962;nicht Moor;;;;;;;;
90307;Gewoehnliche Fichte;16,01000023;nicht Moor;;;;;;;;
90308;Gewoehnliche Kiefer;14,21000004;nicht Moor;;;;;;;;
90309;Gewoehnliche Kiefer;16,79000092;nicht Moor;;;;;;;;
90310;Gewoehnliche Kiefer;16,29999924;nicht Moor;;;;;;;;
90311;Gewoehnliche Kiefer;14,61999989;nicht Moor;;;;;;;;
90312;Gewoehnliche Kiefer;14,31999969;nicht Moor;;;;;;;;
90313;Gewoehnliche Kiefer;14,85999966;nicht Moor;;;;;;;;
90314;Gewoehnliche Fichte;14,18999958;nicht Moor;;;;;;;;
90314;Gewoehnliche Fichte;12,59000015;nicht Moor;;;;;;;;
90315;Gewoehnliche Fichte;13,38000011;nicht Moor;;;;;;;;
90315;Gewoehnliche Fichte;14,81000042;nicht Moor;;;;;;;;
90316;Gewoehnliche Fichte;15,06000042;nicht Moor;;;;;;;;
90316;Gewoehnliche Fichte;13,18000031;nicht Moor;;;;;;;;
90317;Gewoehnliche Fichte;12,21000004;nicht Moor;;;;;;;;
90317;Gewoehnliche Fichte;13,67000008;nicht Moor;;;;;;;;
90318;Gewoehnliche Fichte;11,64000034;nicht Moor;;;;;;;;
90318;Gewoehnliche Fichte;10,26000023;nicht Moor;;;;;;;;
90319;Gewoehnliche Fichte;13,98999977;nicht Moor;;;;;;;;
90319;Gewoehnliche Fichte;12,06000042;nicht Moor;;;;;;;;
90320;Gewoehnliche Fichte;13,89000034;nicht Moor;;;;;;;;
90320;Gewoehnliche Fichte;12,18000031;nicht Moor;;;;;;;;
90321;Gewoehnliche Fichte;15,52999973;nicht Moor;;;;;;;;
90321;Gewoehnliche Fichte;12,57999992;nicht Moor;;;;;;;;
90322;Gewoehnliche Kiefer;15,94999981;nicht Moor;;;;;;;;
90323;Gewoehnliche Kiefer;13,78999996;nicht Moor;;;;;;;;
90324;Gewoehnliche Kiefer;16,10000038;nicht Moor;;;;;;;;
90325;Gewoehnliche Kiefer;15,19999981;nicht Moor;;;;;;;;
90326;Gewoehnliche Kiefer;14,47000027;nicht Moor;;;;;;;;
90327;Gewoehnliche Kiefer;16,60000038;nicht Moor;;;;;;;;
90328;Gewoehnliche Kiefer;16,70999908;nicht Moor;;;;;;;;
90329;Gewoehnliche Fichte;12,46000004;nicht Moor;;;;;;;;
90329;Gewoehnliche Fichte;13,39999962;nicht Moor;;;;;;;;
90330;Gewoehnliche Fichte;13,59000015;nicht Moor;;;;;;;;
90330;Gewoehnliche Fichte;13,02999973;nicht Moor;;;;;;;;
90331;Gewoehnliche Fichte;14,69999981;nicht Moor;;;;;;;;
90331;Gewoehnliche Fichte;14,81999969;nicht Moor;;;;;;;;
90332;Gewoehnliche Fichte;15,22000027;nicht Moor;;;;;;;;
90332;Gewoehnliche Fichte;13,60000038;nicht Moor;;;;;;;;
90333;Gewoehnliche Fichte;14,15999985;nicht Moor;;;;;;;;
90333;Gewoehnliche Fichte;16,05999947;nicht Moor;;;;;;;;
90334;Gewoehnliche Fichte;11,57999992;nicht Moor;;;;;;;;
90334;Gewoehnliche Fichte;14;nicht Moor;;;;;;;;
90335;Gewoehnliche Kiefer;15,25;nicht Moor;;;;;;;;
90336;Gewoehnliche Kiefer;15,56000042;nicht Moor;;;;;;;;
90337;Gewoehnliche Kiefer;12,15999985;nicht Moor;;;;;;;;
90338;Gewoehnliche Kiefer;14,22000027;nicht Moor;;;;;;;;
90339;Gewoehnliche Kiefer;14,06999969;nicht Moor;;;;;;;;
90341;Gewoehnliche Fichte;12,73999977;nicht Moor;;;;;;;;
90341;Gewoehnliche Fichte;14,36999989;nicht Moor;;;;;;;;
90342;Gewoehnliche Kiefer;12,64999962;nicht Moor;;;;;;;;
90343;Gewoehnliche Kiefer;14,84000015;nicht Moor;;;;;;;;
90344;Gewoehnliche Fichte;14,5;nicht Moor;;;;;;;;
90344;Gewoehnliche Fichte;13,10999966;nicht Moor;;;;;;;;
90345;Gewoehnliche Fichte;12,44999981;nicht Moor;;;;;;;;
90345;Gewoehnliche Fichte;12,43000031;nicht Moor;;;;;;;;
90346;Gewoehnliche Fichte;11,72999954;nicht Moor;;;;;;;;
90346;Gewoehnliche Fichte;15,13000011;nicht Moor;;;;;;;;
90347;Gewoehnliche Fichte;15,56999969;nicht Moor;;;;;;;;
90347;Gewoehnliche Fichte;14,55000019;nicht Moor;;;;;;;;
90348;Gewoehnliche Fichte;14,64999962;nicht Moor;;;;;;;;
90348;Gewoehnliche Fichte;12,52999973;nicht Moor;;;;;;;;
90349;Gewoehnliche Fichte;12,5;nicht Moor;;;;;;;;
90349;Gewoehnliche Fichte;14,47999954;nicht Moor;;;;;;;;
90350;Gewoehnliche Fichte;11,25;nicht Moor;;;;;;;;
90350;Gewoehnliche Fichte;14,11999989;nicht Moor;;;;;;;;
90351;Gewoehnliche Kiefer;14,88000011;nicht Moor;;;;;;;;
90352;Gewoehnliche Kiefer;16,06999969;nicht Moor;;;;;;;;
90353;Gewoehnliche Kiefer;15,53999996;nicht Moor;;;;;;;;
90354;Gewoehnliche Fichte;11,93000031;nicht Moor;;;;;;;;
90354;Gewoehnliche Fichte;11,35999966;nicht Moor;;;;;;;;
90355;Gewoehnliche Fichte;15,46000004;nicht Moor;;;;;;;;
90355;Gewoehnliche Fichte;13,68999958;nicht Moor;;;;;;;;
90356;Gewoehnliche Fichte;13,56000042;nicht Moor;;;;;;;;
90356;Gewoehnliche Fichte;13,69999981;nicht Moor;;;;;;;;
90357;Gewoehnliche Fichte;13,07999992;nicht Moor;;;;;;;;
90357;Gewoehnliche Fichte;15,97999954;nicht Moor;;;;;;;;
90358;Gewoehnliche Fichte;13,40999985;nicht Moor;;;;;;;;
90358;Gewoehnliche Fichte;14,21000004;nicht Moor;;;;;;;;
90359;Gewoehnliche Fichte;14,09000015;nicht Moor;;;;;;;;
90359;Gewoehnliche Fichte;13,02000046;nicht Moor;;;;;;;;
