bfhnr;bart;N-Gehalt [g/kg];Moor oder nicht;;;;;;;;
90360;Gewoehnliche Fichte;14,27000046;nicht Moor;;;;;;;;
90360;Gewoehnliche Fichte;12,34000015;nicht Moor;;;;;;;;
90361;Gewoehnliche Fichte;11,71000004;nicht Moor;;;;;;;;
90361;Gewoehnliche Fichte;14,97999954;nicht Moor;;;;;;;;
90362;Gewoehnliche Fichte;12,43000031;nicht Moor;;;;;;;;
90362;Gewoehnliche Fichte;14,60000038;nicht Moor;;;;;;;;
90363;Gewoehnliche Kiefer;14,68000031;nicht Moor;;;;;;;;
90364;Gewoehnliche Fichte;12,26000023;nicht Moor;;;;;;;;
90364;Gewoehnliche Fichte;13,84000015;nicht Moor;;;;;;;;
90365;Gewoehnliche Fichte;15,10000038;nicht Moor;;;;;;;;
90365;Gewoehnliche Fichte;13,81999969;nicht Moor;;;;;;;;
90366;Gewoehnliche Kiefer;17,52000046;nicht Moor;;;;;;;;
90367;Gewoehnliche Fichte;12,32999992;nicht Moor;;;;;;;;
90367;Gewoehnliche Fichte;14,14000034;nicht Moor;;;;;;;;
90368;Gewoehnliche Fichte;13,43000031;nicht Moor;;;;;;;;
90368;Gewoehnliche Fichte;15,18999958;nicht Moor;;;;;;;;
90369;Gewoehnliche Fichte;13,17000008;nicht Moor;;;;;;;;
90369;Gewoehnliche Fichte;15,78999996;nicht Moor;;;;;;;;
90370;Gewoehnliche Kiefer;17,12999916;nicht Moor;;;;;;;;
90371;Gewoehnliche Kiefer;18,05999947;nicht Moor;;;;;;;;
90372;Gewoehnliche Fichte;13,14000034;nicht Moor;;;;;;;;
90372;Gewoehnliche Fichte;14,68000031;nicht Moor;;;;;;;;
90373;Gewoehnliche Fichte;10,25;nicht Moor;;;;;;;;
90373;Gewoehnliche Fichte;11,23999977;nicht Moor;;;;;;;;
90374;Gewoehnliche Fichte;15,72999954;nicht Moor;;;;;;;;
90374;Gewoehnliche Fichte;12,77000046;nicht Moor;;;;;;;;
90375;Gewoehnliche Fichte;13,01000023;nicht Moor;;;;;;;;
90375;Gewoehnliche Fichte;15,11999989;nicht Moor;;;;;;;;
90376;Gewoehnliche Fichte;15,11999989;nicht Moor;;;;;;;;
90376;Gewoehnliche Fichte;12,68999958;nicht Moor;;;;;;;;
90377;Gewoehnliche Fichte;15,43999958;nicht Moor;;;;;;;;
90377;Gewoehnliche Fichte;13,94999981;nicht Moor;;;;;;;;
90378;Gewoehnliche Fichte;12,96000004;nicht Moor;;;;;;;;
90378;Gewoehnliche Fichte;12,06000042;nicht Moor;;;;;;;;
90379;Gewoehnliche Fichte;10,53999996;nicht Moor;;;;;;;;
90379;Gewoehnliche Fichte;12,15999985;nicht Moor;;;;;;;;
90380;Gewoehnliche Fichte;13,68999958;nicht Moor;;;;;;;;
90380;Gewoehnliche Fichte;11,59000015;nicht Moor;;;;;;;;
90381;Gewoehnliche Fichte;13,72000027;nicht Moor;;;;;;;;
90381;Gewoehnliche Fichte;12,43000031;nicht Moor;;;;;;;;
90382;Gewoehnliche Fichte;14,65999985;nicht Moor;;;;;;;;
90382;Gewoehnliche Fichte;11,94999981;nicht Moor;;;;;;;;
90383;Gewoehnliche Fichte;14,72999954;nicht Moor;;;;;;;;
90383;Gewoehnliche Fichte;12,14000034;nicht Moor;;;;;;;;
90384;Gewoehnliche Kiefer;14,75;nicht Moor;;;;;;;;
90385;Gewoehnliche Fichte;12,68000031;nicht Moor;;;;;;;;
90385;Gewoehnliche Fichte;12,77000046;nicht Moor;;;;;;;;
90386;Gewoehnliche Fichte;12,97000027;nicht Moor;;;;;;;;
90387;Gewoehnliche Fichte;11,06000042;nicht Moor;;;;;;;;
90387;Gewoehnliche Fichte;12,44999981;nicht Moor;;;;;;;;
90388;Gewoehnliche Fichte;12,60000038;nicht Moor;;;;;;;;
90388;Gewoehnliche Fichte;11,28999996;nicht Moor;;;;;;;;
90389;Gewoehnliche Fichte;13,11999989;nicht Moor;;;;;;;;
90389;Gewoehnliche Fichte;10,26000023;nicht Moor;;;;;;;;
90390;Gewoehnliche Fichte;9,18999958;nicht Moor;;;;;;;;
90390;Gewoehnliche Fichte;10,73999977;nicht Moor;;;;;;;;
90391;Gewoehnliche Fichte;11,75;nicht Moor;;;;;;;;
90391;Gewoehnliche Fichte;12,40999985;nicht Moor;;;;;;;;
90392;Gewoehnliche Fichte;12,14000034;nicht Moor;;;;;;;;
90392;Gewoehnliche Fichte;14,28999996;nicht Moor;;;;;;;;
90393;Gewoehnliche Fichte;11,5;nicht Moor;;;;;;;;
90393;Gewoehnliche Fichte;13,93000031;nicht Moor;;;;;;;;
90394;Gewoehnliche Fichte;12,76000023;nicht Moor;;;;;;;;
90394;Gewoehnliche Fichte;11,34000015;nicht Moor;;;;;;;;
90395;Gewoehnliche Fichte;14,97000027;nicht Moor;;;;;;;;
90395;Gewoehnliche Fichte;12,51000023;nicht Moor;;;;;;;;
90396;Gewoehnliche Fichte;13,06999969;nicht Moor;;;;;;;;
90396;Gewoehnliche Fichte;11,73999977;nicht Moor;;;;;;;;
90397;Gewoehnliche Fichte;11,5;nicht Moor;;;;;;;;
90397;Gewoehnliche Fichte;11,97999954;nicht Moor;;;;;;;;
90398;Gewoehnliche Fichte;12,38000011;nicht Moor;;;;;;;;
90398;Gewoehnliche Fichte;13,13000011;nicht Moor;;;;;;;;
90399;Gewoehnliche Fichte;12,59000015;nicht Moor;;;;;;;;
90399;Gewoehnliche Fichte;13,82999992;nicht Moor;;;;;;;;
90400;Gewoehnliche Fichte;13,22999954;nicht Moor;;;;;;;;
90400;Gewoehnliche Fichte;14,51000023;nicht Moor;;;;;;;;
90401;Gewoehnliche Fichte;14,5;nicht Moor;;;;;;;;
90401;Gewoehnliche Fichte;15,44999981;nicht Moor;;;;;;;;
90402;Gewoehnliche Fichte;14,52000046;nicht Moor;;;;;;;;
90402;Gewoehnliche Fichte;15,47000027;nicht Moor;;;;;;;;
90403;Gewoehnliche Fichte;13,28999996;nicht Moor;;;;;;;;
90403;Gewoehnliche Fichte;11,97999954;nicht Moor;;;;;;;;
90404;Gewoehnliche Kiefer;16,44000053;nicht Moor;;;;;;;;
90405;Gewoehnliche Fichte;15,64000034;nicht Moor;;;;;;;;
90405;Gewoehnliche Fichte;13,63000011;nicht Moor;;;;;;;;
90407;Gewoehnliche Fichte;12,30000019;nicht Moor;;;;;;;;
90407;Gewoehnliche Fichte;13,89000034;nicht Moor;;;;;;;;
90408;Gewoehnliche Fichte;13,57999992;nicht Moor;;;;;;;;
90408;Gewoehnliche Fichte;11,52999973;nicht Moor;;;;;;;;
90409;Gewoehnliche Fichte;12,06000042;nicht Moor;;;;;;;;
90409;Gewoehnliche Fichte;14,97000027;nicht Moor;;;;;;;;
90410;Gewoehnliche Fichte;11,64999962;nicht Moor;;;;;;;;
90410;Gewoehnliche Fichte;15,60000038;nicht Moor;;;;;;;;
90411;Gewoehnliche Fichte;13,93000031;nicht Moor;;;;;;;;
90411;Gewoehnliche Fichte;11,98999977;nicht Moor;;;;;;;;
90413;Gewoehnliche Fichte;13,68000031;nicht Moor;;;;;;;;
90413;Gewoehnliche Fichte;13,06999969;nicht Moor;;;;;;;;
90414;Gewoehnliche Fichte;11,61999989;nicht Moor;;;;;;;;
90414;Gewoehnliche Fichte;11,84000015;nicht Moor;;;;;;;;
90415;Gewoehnliche Fichte;14,81000042;nicht Moor;;;;;;;;
90415;Gewoehnliche Fichte;13,25;nicht Moor;;;;;;;;
90416;Gewoehnliche Fichte;15,77000046;nicht Moor;;;;;;;;
90416;Gewoehnliche Fichte;14,05000019;nicht Moor;;;;;;;;
90417;Gewoehnliche Fichte;14,39999962;nicht Moor;;;;;;;;
90417;Gewoehnliche Fichte;13,09000015;nicht Moor;;;;;;;;
90418;Gewoehnliche Fichte;12,51000023;nicht Moor;;;;;;;;
90418;Gewoehnliche Fichte;12,32999992;nicht Moor;;;;;;;;
90419;Gewoehnliche Fichte;12,85999966;nicht Moor;;;;;;;;
90419;Gewoehnliche Fichte;14,42000008;nicht Moor;;;;;;;;
120001;Gewoehnliche Fichte;12,80000019;nicht Moor;;;;;;;;
120001;Gewoehnliche Fichte;15,10000038;nicht Moor;;;;;;;;
120002;Gewoehnliche Kiefer;15,59000015;nicht Moor;;;;;;;;
120002;Gewoehnliche Kiefer;15,14000034;nicht Moor;;;;;;;;
120006;Gewoehnliche Kiefer;18,20000076;nicht Moor;;;;;;;;
120006;Gewoehnliche Kiefer;16,80999947;nicht Moor;;;;;;;;
120009;Gewoehnliche Kiefer;13,57999992;nicht Moor;;;;;;;;
120009;Gewoehnliche Kiefer;12,40999985;nicht Moor;;;;;;;;
120010;Gewoehnliche Kiefer;13,03999996;nicht Moor;;;;;;;;
120010;Gewoehnliche Kiefer;13,09000015;nicht Moor;;;;;;;;
120020;Gewoehnliche Kiefer;17,70999908;nicht Moor;;;;;;;;
120020;Gewoehnliche Kiefer;17,89999962;nicht Moor;;;;;;;;
120026;Gewoehnliche Kiefer;18,84000015;nicht Moor;;;;;;;;
120026;Gewoehnliche Kiefer;18,30999947;nicht Moor;;;;;;;;
120027;Gewoehnliche Kiefer;11,36999989;nicht Moor;;;;;;;;
120027;Gewoehnliche Kiefer;11,06999969;nicht Moor;;;;;;;;
120028;Gewoehnliche Kiefer;12,05000019;nicht Moor;;;;;;;;
120028;Gewoehnliche Kiefer;12,42000008;nicht Moor;;;;;;;;
120032;Gewoehnliche Kiefer;12,44999981;nicht Moor;;;;;;;;
120032;Gewoehnliche Kiefer;11,93000031;nicht Moor;;;;;;;;
120034;Gewoehnliche Kiefer;10,56999969;nicht Moor;;;;;;;;
120034;Gewoehnliche Kiefer;13,63000011;nicht Moor;;;;;;;;
120035;Gewoehnliche Kiefer;11,01000023;nicht Moor;;;;;;;;
120035;Gewoehnliche Kiefer;13,93000031;nicht Moor;;;;;;;;
120036;Gewoehnliche Kiefer;12,15999985;nicht Moor;;;;;;;;
120036;Gewoehnliche Kiefer;12,31999969;nicht Moor;;;;;;;;
120038;Gewoehnliche Kiefer;19,14999962;nicht Moor;;;;;;;;
120038;Gewoehnliche Kiefer;17,34000015;nicht Moor;;;;;;;;
120040;Gewoehnliche Kiefer;12,02000046;nicht Moor;;;;;;;;
120040;Gewoehnliche Kiefer;13,31000042;nicht Moor;;;;;;;;
120042;Gewoehnliche Kiefer;15;nicht Moor;;;;;;;;
120042;Gewoehnliche Kiefer;15,43000031;nicht Moor;;;;;;;;
120044;Gewoehnliche Kiefer;13,64000034;nicht Moor;;;;;;;;
120044;Gewoehnliche Kiefer;12,71000004;nicht Moor;;;;;;;;
120045;Gewoehnliche Kiefer;16,45999908;nicht Moor;;;;;;;;
120045;Gewoehnliche Kiefer;13,72000027;nicht Moor;;;;;;;;
120047;Gewoehnliche Kiefer;17;nicht Moor;;;;;;;;
120047;Gewoehnliche Kiefer;16,29999924;nicht Moor;;;;;;;;
120054;Gewoehnliche Kiefer;10,69999981;nicht Moor;;;;;;;;
120054;Gewoehnliche Kiefer;15,44999981;nicht Moor;;;;;;;;
120067;Gewoehnliche Kiefer;12,88000011;nicht Moor;;;;;;;;
120067;Gewoehnliche Kiefer;12,72000027;nicht Moor;;;;;;;;
120069;Gewoehnliche Kiefer;14,47000027;nicht Moor;;;;;;;;
120069;Gewoehnliche Kiefer;14,14000034;nicht Moor;;;;;;;;
120073;Gewoehnliche Kiefer;12,53999996;nicht Moor;;;;;;;;
120073;Gewoehnliche Kiefer;15,35999966;nicht Moor;;;;;;;;
120083;Gewoehnliche Kiefer;19,29999924;nicht Moor;;;;;;;;
120083;Gewoehnliche Kiefer;16,70000076;nicht Moor;;;;;;;;
120088;Gewoehnliche Kiefer;13,64000034;nicht Moor;;;;;;;;
120088;Gewoehnliche Kiefer;14,42000008;nicht Moor;;;;;;;;
120099;Gewoehnliche Kiefer;13,17000008;nicht Moor;;;;;;;;
120099;Gewoehnliche Kiefer;16,01000023;nicht Moor;;;;;;;;
120108;Gewoehnliche Kiefer;16,92000008;nicht Moor;;;;;;;;
120108;Gewoehnliche Kiefer;17,5;nicht Moor;;;;;;;;
120109;Gewoehnliche Kiefer;13,52999973;nicht Moor;;;;;;;;
120109;Gewoehnliche Kiefer;16,88999939;nicht Moor;;;;;;;;
120115;Gewoehnliche Kiefer;13,69999981;nicht Moor;;;;;;;;
120115;Gewoehnliche Kiefer;12,31999969;nicht Moor;;;;;;;;
120120;Gewoehnliche Kiefer;13,56000042;nicht Moor;;;;;;;;
120120;Gewoehnliche Kiefer;13,09000015;nicht Moor;;;;;;;;
120121;Gewoehnliche Kiefer;11,78999996;nicht Moor;;;;;;;;
120121;Gewoehnliche Kiefer;13,64999962;nicht Moor;;;;;;;;
120122;Gewoehnliche Kiefer;17,20000076;nicht Moor;;;;;;;;
120122;Gewoehnliche Kiefer;14,39999962;nicht Moor;;;;;;;;
120123;Gewoehnliche Kiefer;10,75;nicht Moor;;;;;;;;
120123;Gewoehnliche Kiefer;10,71000004;nicht Moor;;;;;;;;
120125;Gewoehnliche Kiefer;12,80000019;nicht Moor;;;;;;;;
120125;Gewoehnliche Kiefer;12,89999962;nicht Moor;;;;;;;;
120127;Gewoehnliche Kiefer;11,5;nicht Moor;;;;;;;;
120127;Gewoehnliche Kiefer;12,5;nicht Moor;;;;;;;;
120128;Gewoehnliche Kiefer;14,89999962;nicht Moor;;;;;;;;
120128;Gewoehnliche Kiefer;15;nicht Moor;;;;;;;;
120133;Gewoehnliche Kiefer;16,10000038;nicht Moor;;;;;;;;
120133;Gewoehnliche Kiefer;15,80000019;nicht Moor;;;;;;;;
120137;Gewoehnliche Kiefer;13,47000027;nicht Moor;;;;;;;;
120137;Gewoehnliche Kiefer;12,69999981;nicht Moor;;;;;;;;
120138;Gewoehnliche Kiefer;12,34000015;nicht Moor;;;;;;;;
120138;Gewoehnliche Kiefer;12,92000008;nicht Moor;;;;;;;;
120145;Gewoehnliche Kiefer;13,73999977;nicht Moor;;;;;;;;
120145;Gewoehnliche Kiefer;16,78000069;nicht Moor;;;;;;;;
120146;Gewoehnliche Kiefer;12,5;nicht Moor;;;;;;;;
120146;Gewoehnliche Kiefer;11,18999958;nicht Moor;;;;;;;;
130014;Gewoehnliche Kiefer;16,93000031;nicht Moor;;;;;;;;
130015;Gewoehnliche Kiefer;17,79999924;nicht Moor;;;;;;;;
130021;Gewoehnliche Kiefer;12,78999996;nicht Moor;;;;;;;;
130022;Gewoehnliche Kiefer;14,39999962;nicht Moor;;;;;;;;
130023;Gewoehnliche Kiefer;17,45000076;nicht Moor;;;;;;;;
130024;Gewoehnliche Kiefer;14,39999962;nicht Moor;;;;;;;;
130025;Gewoehnliche Kiefer;17,20999908;nicht Moor;;;;;;;;
130026;Gewoehnliche Kiefer;18,04999924;nicht Moor;;;;;;;;
130027;Gewoehnliche Kiefer;16,43000031;nicht Moor;;;;;;;;
130028;Gewoehnliche Kiefer;16,19000053;nicht Moor;;;;;;;;
130030;Gewoehnliche Fichte;14,81000042;nicht Moor;;;;;;;;
130030;Gewoehnliche Fichte;12,10000038;nicht Moor;;;;;;;;
130036;Gewoehnliche Kiefer;17,64999962;nicht Moor;;;;;;;;
130037;Gewoehnliche Kiefer;16,77000046;nicht Moor;;;;;;;;
130041;Gewoehnliche Fichte;14,51000023;nicht Moor;;;;;;;;
130041;Gewoehnliche Fichte;11,38000011;nicht Moor;;;;;;;;
130042;Gewoehnliche Kiefer;16,20000076;nicht Moor;;;;;;;;
130044;Gewoehnliche Kiefer;13,10000038;nicht Moor;;;;;;;;
130046;Gewoehnliche Kiefer;14,06000042;nicht Moor;;;;;;;;
130047;Gewoehnliche Kiefer;17,32999992;nicht Moor;;;;;;;;
130048;Gewoehnliche Kiefer;17,63999939;nicht Moor;;;;;;;;
130052;Gewoehnliche Kiefer;15,02999973;nicht Moor;;;;;;;;
130059;Gewoehnliche Kiefer;16,51000023;nicht Moor;;;;;;;;
130063;Gewoehnliche Kiefer;19,87999916;nicht Moor;;;;;;;;
130068;Gewoehnliche Kiefer;14,14999962;nicht Moor;;;;;;;;
130071;Gewoehnliche Kiefer;18,64999962;nicht Moor;;;;;;;;
130073;Gewoehnliche Fichte;13,52000046;nicht Moor;;;;;;;;
130073;Gewoehnliche Fichte;11,28999996;nicht Moor;;;;;;;;
130076;Gewoehnliche Kiefer;18,45000076;nicht Moor;;;;;;;;
130079;Gewoehnliche Kiefer;16,76000023;nicht Moor;;;;;;;;
130080;Gewoehnliche Kiefer;16,04000092;nicht Moor;;;;;;;;
130081;Gewoehnliche Kiefer;15,07999992;nicht Moor;;;;;;;;
130083;Gewoehnliche Kiefer;14,22000027;nicht Moor;;;;;;;;
140001;Gewoehnliche Kiefer;18,06999969;nicht Moor;;;;;;;;
140003;Gewoehnliche Fichte;15,11999989;nicht Moor;;;;;;;;
140003;Gewoehnliche Fichte;11,89999962;nicht Moor;;;;;;;;
140003;Gewoehnliche Kiefer;15,69999981;nicht Moor;;;;;;;;
140004;Gewoehnliche Fichte;14,63000011;nicht Moor;;;;;;;;
140004;Gewoehnliche Fichte;13,52000046;nicht Moor;;;;;;;;
140005;Gewoehnliche Fichte;11,51000023;nicht Moor;;;;;;;;
140005;Gewoehnliche Fichte;14,10999966;nicht Moor;;;;;;;;
140006;Gewoehnliche Kiefer;14,06000042;nicht Moor;;;;;;;;
140007;Gewoehnliche Kiefer;18,07999992;nicht Moor;;;;;;;;
140008;Gewoehnliche Kiefer;13,03999996;nicht Moor;;;;;;;;
140009;Gewoehnliche Kiefer;14,92000008;nicht Moor;;;;;;;;
140010;Gewoehnliche Kiefer;14,72000027;nicht Moor;;;;;;;;
140011;Gewoehnliche Kiefer;15,82999992;nicht Moor;;;;;;;;
140012;Gewoehnliche Kiefer;13,89999962;nicht Moor;;;;;;;;
140013;Gewoehnliche Kiefer;14,18000031;nicht Moor;;;;;;;;
140014;Gewoehnliche Kiefer;13,35000038;nicht Moor;;;;;;;;
140015;Gewoehnliche Kiefer;13,05000019;nicht Moor;;;;;;;;
140016;Gewoehnliche Kiefer;15,81999969;nicht Moor;;;;;;;;
140017;Gewoehnliche Kiefer;16,97999954;nicht Moor;;;;;;;;
140017;Gewoehnliche Fichte;16,04999924;nicht Moor;;;;;;;;
140017;Gewoehnliche Fichte;NULL;nicht Moor;;;;;;;;
140018;Gewoehnliche Fichte;14,42000008;nicht Moor;;;;;;;;
140018;Gewoehnliche Fichte;17,19000053;nicht Moor;;;;;;;;
140018;Gewoehnliche Kiefer;20,61000061;nicht Moor;;;;;;;;
140024;Gewoehnliche Kiefer;18,59000015;nicht Moor;;;;;;;;
140025;Gewoehnliche Kiefer;18,06999969;nicht Moor;;;;;;;;
140027;Gewoehnliche Fichte;NULL;nicht Moor;;;;;;;;
140027;Gewoehnliche Fichte;14,57999992;nicht Moor;;;;;;;;
140029;Gewoehnliche Fichte;13,17000008;nicht Moor;;;;;;;;
140029;Gewoehnliche Fichte;15,25;nicht Moor;;;;;;;;
140031;Gewoehnliche Fichte;13,59000015;nicht Moor;;;;;;;;
140031;Gewoehnliche Fichte;17,02000046;nicht Moor;;;;;;;;
140034;Gewoehnliche Fichte;12,93999958;nicht Moor;;;;;;;;
140034;Gewoehnliche Fichte;14,63000011;nicht Moor;;;;;;;;
140035;Gewoehnliche Fichte;17,82999992;nicht Moor;;;;;;;;
140035;Gewoehnliche Fichte;16,20000076;nicht Moor;;;;;;;;
140036;Gewoehnliche Fichte;16,79999924;nicht Moor;;;;;;;;
140036;Gewoehnliche Fichte;13,02999973;nicht Moor;;;;;;;;
140037;Gewoehnliche Fichte;16,62999916;nicht Moor;;;;;;;;
140037;Gewoehnliche Fichte;14,36999989;nicht Moor;;;;;;;;
140038;Gewoehnliche Fichte;14,76000023;nicht Moor;;;;;;;;
140038;Gewoehnliche Fichte;15,18999958;nicht Moor;;;;;;;;
140039;Gewoehnliche Fichte;17,42000008;nicht Moor;;;;;;;;
140039;Gewoehnliche Fichte;14,10999966;nicht Moor;;;;;;;;
140040;Gewoehnliche Fichte;13,22999954;nicht Moor;;;;;;;;
140040;Gewoehnliche Fichte;13,80000019;nicht Moor;;;;;;;;
140041;Gewoehnliche Fichte;14,48999977;nicht Moor;;;;;;;;
140041;Gewoehnliche Fichte;13,27999973;nicht Moor;;;;;;;;
140042;Gewoehnliche Fichte;12,75;nicht Moor;;;;;;;;
140042;Gewoehnliche Fichte;13,07999992;nicht Moor;;;;;;;;
140043;Gewoehnliche Fichte;12,60000038;nicht Moor;;;;;;;;
140043;Gewoehnliche Fichte;13,35000038;nicht Moor;;;;;;;;
140044;Gewoehnliche Fichte;14,43999958;nicht Moor;;;;;;;;
140044;Gewoehnliche Fichte;18,12000084;nicht Moor;;;;;;;;
140045;Gewoehnliche Fichte;14,40999985;nicht Moor;;;;;;;;
140045;Gewoehnliche Fichte;16,77000046;nicht Moor;;;;;;;;
140046;Gewoehnliche Fichte;16,09000015;nicht Moor;;;;;;;;
140046;Gewoehnliche Fichte;12,13000011;nicht Moor;;;;;;;;
140047;Gewoehnliche Fichte;14,02999973;nicht Moor;;;;;;;;
140047;Gewoehnliche Fichte;12,89000034;nicht Moor;;;;;;;;
140048;Gewoehnliche Fichte;13,17000008;nicht Moor;;;;;;;;
140048;Gewoehnliche Fichte;14,18000031;nicht Moor;;;;;;;;
140049;Gewoehnliche Fichte;13,68999958;nicht Moor;;;;;;;;
140049;Gewoehnliche Fichte;15,85999966;nicht Moor;;;;;;;;
140051;Gewoehnliche Fichte;12,68999958;nicht Moor;;;;;;;;
140051;Gewoehnliche Fichte;14,28999996;nicht Moor;;;;;;;;
140052;Gewoehnliche Fichte;14,48999977;nicht Moor;;;;;;;;
140052;Gewoehnliche Fichte;16,19000053;nicht Moor;;;;;;;;
140053;Gewoehnliche Fichte;12,47999954;nicht Moor;;;;;;;;
140053;Gewoehnliche Fichte;15,05000019;nicht Moor;;;;;;;;
140055;Gewoehnliche Fichte;14,81999969;nicht Moor;;;;;;;;
140055;Gewoehnliche Fichte;16,87999916;nicht Moor;;;;;;;;
140056;Gewoehnliche Fichte;20,26000023;nicht Moor;;;;;;;;
140056;Gewoehnliche Fichte;18,90999985;nicht Moor;;;;;;;;
140057;Gewoehnliche Fichte;19,14999962;nicht Moor;;;;;;;;
140057;Gewoehnliche Fichte;16,85000038;nicht Moor;;;;;;;;
140058;Gewoehnliche Fichte;13,88000011;nicht Moor;;;;;;;;
140058;Gewoehnliche Fichte;16,72999954;nicht Moor;;;;;;;;
140059;Gewoehnliche Kiefer;19,51000023;nicht Moor;;;;;;;;
140061;Gewoehnliche Kiefer;18,73999977;nicht Moor;;;;;;;;
140062;Gewoehnliche Kiefer;18,15999985;nicht Moor;;;;;;;;
140063;Gewoehnliche Kiefer;16,37000084;nicht Moor;;;;;;;;
140066;Gewoehnliche Fichte;14,80000019;nicht Moor;;;;;;;;
140066;Gewoehnliche Fichte;13,39000034;nicht Moor;;;;;;;;
140067;Gewoehnliche Kiefer;17,62999916;nicht Moor;;;;;;;;
140068;Gewoehnliche Fichte;14,17000008;nicht Moor;;;;;;;;
140068;Gewoehnliche Fichte;17,84000015;nicht Moor;;;;;;;;
150000;Gewoehnliche Kiefer;12,67;nicht Moor;;;;;;;;
150002;Gewoehnliche Kiefer;15,19;nicht Moor;;;;;;;;
150009;Gewoehnliche Kiefer;22,46;nicht Moor;;;;;;;;
150010;Gewoehnliche Kiefer;20,16;nicht Moor;;;;;;;;
150014;Gewoehnliche Kiefer;16,82;nicht Moor;;;;;;;;
150015;Gewoehnliche Kiefer;20,62;nicht Moor;;;;;;;;
150016;Gewoehnliche Kiefer;12,78;nicht Moor;;;;;;;;
150020;Gewoehnliche Kiefer;21,65;nicht Moor;;;;;;;;
150025;Gewoehnliche Kiefer;19,32;nicht Moor;;;;;;;;
150026;Gewoehnliche Kiefer;17,43;nicht Moor;;;;;;;;
150029;Gewoehnliche Kiefer;19,51;nicht Moor;;;;;;;;
150030;Gewoehnliche Kiefer;16,09;nicht Moor;;;;;;;;
150034;Gewoehnliche Kiefer;16,17;nicht Moor;;;;;;;;
150036;Gewoehnliche Kiefer;17,96;nicht Moor;;;;;;;;
150037;Gewoehnliche Kiefer;11,4;nicht Moor;;;;;;;;
150040;Gewoehnliche Kiefer;19;nicht Moor;;;;;;;;
150041;Gewoehnliche Kiefer;19,17;nicht Moor;;;;;;;;
150042;Gewoehnliche Kiefer;13,57;nicht Moor;;;;;;;;
150046;Gewoehnliche Kiefer;19,11;nicht Moor;;;;;;;;
150047;Gewoehnliche Kiefer;22,29;nicht Moor;;;;;;;;
150048;Gewoehnliche Kiefer;17,9;nicht Moor;;;;;;;;
150049;Gewoehnliche Kiefer;16,24;nicht Moor;;;;;;;;
150055;Gewoehnliche Kiefer;15,02;nicht Moor;;;;;;;;
150057;Gewoehnliche Kiefer;16,25;nicht Moor;;;;;;;;
150058;Gewoehnliche Kiefer;16,87;nicht Moor;;;;;;;;
150059;Gewoehnliche Kiefer;15,26;nicht Moor;;;;;;;;
150060;Gewoehnliche Kiefer;18,27;nicht Moor;;;;;;;;
150061;Gewoehnliche Kiefer;12,36;nicht Moor;;;;;;;;
150065;Gewoehnliche Kiefer;17,16;nicht Moor;;;;;;;;
150067;Gewoehnliche Kiefer;22,29;nicht Moor;;;;;;;;
150068;Gewoehnliche Kiefer;17,79;nicht Moor;;;;;;;;
150069;Gewoehnliche Kiefer;14,8;nicht Moor;;;;;;;;
160007;Gewoehnliche Kiefer;14,19999981;nicht Moor;;;;;;;;
160009;Gewoehnliche Fichte;11,80000019;nicht Moor;;;;;;;;
160009;Gewoehnliche Fichte;11,89999962;nicht Moor;;;;;;;;
160015;Gewoehnliche Fichte;14,94999981;nicht Moor;;;;;;;;
160015;Gewoehnliche Fichte;13,89999962;nicht Moor;;;;;;;;
160020;Gewoehnliche Kiefer;14,89999962;nicht Moor;;;;;;;;
160024;Gewoehnliche Kiefer;20,11000061;nicht Moor;;;;;;;;
160025;Gewoehnliche Kiefer;17,29999924;nicht Moor;;;;;;;;
160027;Gewoehnliche Fichte;12,34000015;nicht Moor;;;;;;;;
160027;Gewoehnliche Fichte;15,06000042;nicht Moor;;;;;;;;
160028;Gewoehnliche Fichte;15,14999962;nicht Moor;;;;;;;;
160028;Gewoehnliche Fichte;14,18000031;nicht Moor;;;;;;;;
160029;Gewoehnliche Kiefer;17;nicht Moor;;;;;;;;
160032;Gewoehnliche Fichte;11,39999962;nicht Moor;;;;;;;;
160032;Gewoehnliche Fichte;12,60000038;nicht Moor;;;;;;;;
160034;Gewoehnliche Fichte;13;nicht Moor;;;;;;;;
160034;Gewoehnliche Fichte;11,69999981;nicht Moor;;;;;;;;
160035;Gewoehnliche Fichte;13,56999969;nicht Moor;;;;;;;;
160035;Gewoehnliche Fichte;12,63000011;nicht Moor;;;;;;;;
160037;Gewoehnliche Fichte;17,35000038;nicht Moor;;;;;;;;
160037;Gewoehnliche Fichte;18,34000015;nicht Moor;;;;;;;;
160039;Gewoehnliche Fichte;13,19999981;nicht Moor;;;;;;;;
160039;Gewoehnliche Fichte;12,80000019;nicht Moor;;;;;;;;
160040;Gewoehnliche Kiefer;19,20000076;nicht Moor;;;;;;;;
160041;Gewoehnliche Kiefer;14,80000019;nicht Moor;;;;;;;;
160042;Gewoehnliche Fichte;14;nicht Moor;;;;;;;;
160042;Gewoehnliche Fichte;13,43999958;nicht Moor;;;;;;;;
160043;Gewoehnliche Fichte;12,27000046;nicht Moor;;;;;;;;
160043;Gewoehnliche Fichte;15,46000004;nicht Moor;;;;;;;;
160044;Gewoehnliche Kiefer;16,95999908;nicht Moor;;;;;;;;
160045;Gewoehnliche Fichte;16,15999985;nicht Moor;;;;;;;;
